РВСВ_1,РВСН_1,РВЛВ_0,РВЛВ_1,РВЛВ_3,РВЛВ_4,РВЛВ_6,РВЛВ_7,РВЛВ_9,РВЛВ_10,РВЛВ_12,РВЛН_0,РВЛН_1,РВЛН_2,РВЛН_3,РВЛН_4,РВЛН_5,РВЛН_6,РВЛН_7,РВЛН_8,РВЛН_9,РВЛН_10,РВЛН_12
546.875,1094.884,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,1194.934,1194.934,696.9506,1194.934,1194.934,696.9506,1194.934,1194.934,696.9506,1194.934,1194.934,1194.934
546.875,1094.884,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,477.9486,1194.934,1194.934,696.9506,1194.934,1194.934,696.9506,1194.934,1194.934,696.9506,1194.934,1194.934,1194.934
546.875,1093.876,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,1133.947,1133.947,636.9708,1133.947,1133.947,636.9708,1133.947,1133.947,636.9708,1133.947,1133.947,1133.947
546.875,1093.876,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,486.8952,1133.947,1133.947,636.9708,1133.947,1133.947,636.9708,1133.947,1133.947,636.9708,1133.947,1133.947,1133.947
537.9284,1076.991,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,1107.989
537.9284,1076.991,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,489.9193,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,1107.989
537.9284,1076.991,469.8841,469.8841,469.8841,469.8841,469.8841,469.8841,469.8841,469.8841,469.8841,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,619.9597,1107.989,1107.989,1107.989
600.9324,1202.999,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1276.966,1276.966,675.9072,1276.966,1276.966,675.9072,1276.966,1276.966,675.9072,1276.966,1276.966,1276.966
601.9405,1203.881,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,1278.982
598.9163,1198.967,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,1273.942
598.9163,1198.967,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,1273.942
598.9163,1198.967,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,673.8911,1273.942,1273.942,1273.942
599.9244,1199.975,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1274.95,1274.95,674.8992,1274.95,1274.95,674.8992,1274.95,1274.95,674.8992,1274.95,1274.95,1274.95
600.9324,1202.999,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1327.999,1327.999,725.9324,1327.999,1327.999,725.9324,1327.999,1327.999,725.9324,1327.999,1327.999,1327.999
600.9324,1202.999,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1327.999,1327.999,725.9324,1327.999,1327.999,725.9324,1327.999,1327.999,725.9324,1327.999,1327.999,1327.999
608.9969,1217.994,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,1312.878,1312.878,701.9909,1312.878,1312.878,701.9909,1312.878,1312.878,701.9909,1312.878,1312.878,1312.878
608.9969,1217.994,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,516.8851,1312.878,1312.878,701.9909,1312.878,1312.878,701.9909,1312.878,1312.878,701.9909,1312.878,1312.878,1312.878
541.9607,1083.921,472.9083,472.9083,472.9083,472.9083,472.9083,472.9083,472.9083,472.9083,472.9083,1113.911,1113.911,622.9839,1113.911,1113.911,622.9839,1113.911,1113.911,622.9839,1113.911,1113.911,1113.911
542.9688,1085.938,473.9163,473.9163,473.9163,473.9163,473.9163,473.9163,473.9163,473.9163,473.9163,1115.927,1115.927,623.9919,1115.927,1115.927,623.9919,1115.927,1115.927,623.9919,1115.927,1115.927,1115.927
550.9072,1101.941,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1151.966,1151.966,650.9576,1151.966,1151.966,650.9576,1151.966,1151.966,650.9576,1151.966,1151.966,1151.966
551.9153,1104.965,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,1179.939
539.9446,1079.889,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,1110.887,1110.887,620.9677,1110.887,1110.887,620.9677,1110.887,1110.887,620.9677,1110.887,1110.887,1110.887
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,1181.956
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
553.9315,1108.997,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1183.972,1183.972,678.9315,1183.972,1183.972,678.9315,1183.972,1183.972,678.9315,1183.972,1183.972,1183.972
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
549.8992,1100.932,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1175.907,1175.907,674.8992,1175.907,1175.907,674.8992,1175.907,1175.907,674.8992,1175.907,1175.907,1175.907
549.8992,1099.924,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,1174.899
548.8911,1097.908,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,1172.883
548.8911,1097.908,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,1172.883
548.8911,1097.908,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,1172.883
548.8911,1097.908,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,673.8911,1172.883,1172.883,1172.883
549.8992,1099.924,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,1174.899
549.8992,1099.924,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,674.8992,1174.899,1174.899,1174.899
550.9072,1102.949,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1178.931,1178.931,675.9072,1178.931,1178.931,675.9072,1178.931,1178.931,675.9072,1178.931,1178.931,1178.931
550.9072,1102.949,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1178.931,1178.931,675.9072,1178.931,1178.931,675.9072,1178.931,1178.931,675.9072,1178.931,1178.931,1178.931
551.9153,1104.965,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,1179.939
551.9153,1104.965,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,676.9153,1179.939,1179.939,1179.939
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,1181.956
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,677.9234,1181.956,1181.956,1181.956
599.9244,1199.975,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,1294.985,1294.985,694.9344,1294.985,1294.985,694.9344,1294.985,1294.985,694.9344,1294.985,1294.985,1294.985
599.9244,1199.975,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,509.9546,1294.985,1294.985,694.9344,1294.985,1294.985,694.9344,1294.985,1294.985,694.9344,1294.985,1294.985,1294.985
593.876,1188.886,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,1293.977,1293.977,699.9748,1293.977,1293.977,699.9748,1293.977,1293.977,699.9748,1293.977,1293.977,1293.977
593.876,1188.886,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,485.8871,1293.977,1293.977,699.9748,1293.977,1293.977,699.9748,1293.977,1293.977,699.9748,1293.977,1293.977,1293.977
587.9536,1175.907,470.8921,470.8921,470.8921,470.8921,470.8921,470.8921,470.8921,470.8921,470.8921,1261.971,1261.971,674.8992,1261.971,1261.971,674.8992,1261.971,1261.971,674.8992,1261.971,1261.971,1261.971
588.9617,1178.931,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,471.9002,1264.995,1264.995,675.9072,1264.995,1264.995,675.9072,1264.995,1264.995,675.9072,1264.995,1264.995,1264.995
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
552.9234,1106.981,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,677.9234,1182.964,1182.964,1182.964
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,1217.994
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,1217.994
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,1217.994
553.9315,1107.989,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,713.9617,1217.994,1217.994,1217.994
553.9315,1108.997,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1218.876,1218.876,713.9617,1218.876,1218.876,713.9617,1218.876,1218.876,713.9617,1218.876,1218.876,1218.876
553.9315,1108.997,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1218.876,1218.876,713.9617,1218.876,1218.876,713.9617,1218.876,1218.876,713.9617,1218.876,1218.876,1218.876
543.9768,1087.954,493.9516,493.9516,493.9516,493.9516,493.9516,493.9516,493.9516,493.9516,493.9516,1196.951,1196.951,703.881,1196.951,1196.951,703.881,1196.951,1196.951,703.881,1196.951,1196.951,1196.951
543.9768,1088.962,494.9597,494.9597,494.9597,494.9597,494.9597,494.9597,494.9597,494.9597,494.9597,1197.959,1197.959,703.881,1197.959,1197.959,703.881,1197.959,1197.959,703.881,1197.959,1197.959,1197.959
545.9929,1091.986,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,1170.993,1170.993,675.9072,1170.993,1170.993,675.9072,1170.993,1170.993,675.9072,1170.993,1170.993,1170.993
545.9929,1091.986,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,480.9728,1171.875,1171.875,675.9072,1171.875,1171.875,675.9072,1171.875,1171.875,675.9072,1171.875,1171.875,1171.875
546.875,1094.884,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,1174.899,1174.899,676.9153,1174.899,1174.899,676.9153,1174.899,1174.899,676.9153,1174.899,1174.899,1174.899
594.8841,1189.894,475.9325,475.9325,475.9325,475.9325,475.9325,475.9325,475.9325,475.9325,475.9325,1274.95,1274.95,679.9395,1274.95,1274.95,679.9395,1274.95,1274.95,679.9395,1274.95,1274.95,1274.95
601.9405,1203.881,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,1278.982
601.9405,1203.881,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,1278.982
602.9486,1206.905,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1281.88,1281.88,677.9234,1281.88,1281.88,677.9234,1281.88,1281.88,677.9234,1281.88,1281.88,1281.88
602.9486,1206.905,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1281.88,1281.88,677.9234,1281.88,1281.88,677.9234,1281.88,1281.88,677.9234,1281.88,1281.88,1281.88
546.875,1094.884,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,1144.909,1144.909,646.9254,1144.909,1144.909,646.9254,1144.909,1144.909,646.9254,1144.909,1144.909,1144.909
546.875,1094.884,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,497.9839,1144.909,1144.909,646.9254,1144.909,1144.909,646.9254,1144.909,1144.909,646.9254,1144.909,1144.909,1144.909
554.9395,1110.887,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,1160.912,1160.912,653.9819,1160.912,1160.912,653.9819,1160.912,1160.912,653.9819,1160.912,1160.912,1160.912
554.9395,1110.887,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,524.9496,1161.92,1161.92,654.9899,1161.92,1161.92,654.9899,1161.92,1161.92,654.9899,1161.92,1161.92,1161.92
551.9153,1104.965,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,1139.995
551.9153,1104.965,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,1139.995
551.9153,1104.965,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,1139.995
551.9153,1104.965,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,586.9456,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,636.9708,1139.995,1139.995,1139.995
602.9486,1104.965,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,1396.925,1396.925,791.9607,1396.925,1396.925,791.9607,1396.925,1396.925,791.9607,1396.925,1396.925,1396.925
602.9486,1104.965,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,652.9738,1396.925,1396.925,791.9607,1396.925,1396.925,791.9607,1396.925,1396.925,791.9607,1396.925,1396.925,1396.925
553.9315,1108.997,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,1128.906
553.9315,1108.997,564.8942,564.8942,564.8942,564.8942,564.8942,564.8942,564.8942,564.8942,564.8942,1129.914,1129.914,623.9919,1129.914,1129.914,623.9919,1129.914,1129.914,623.9919,1129.914,1129.914,1129.914
553.9315,1108.997,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,1128.906
553.9315,1108.997,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,563.8861,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,622.9839,1128.906,1128.906,1128.906
604.9647,1108.997,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,1401.966,1401.966,793.9768,1401.966,1401.966,793.9768,1401.966,1401.966,793.9768,1401.966,1401.966,1401.966
603.9567,1108.997,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,654.9899,1400.958,1400.958,793.9768,1400.958,1400.958,793.9768,1400.958,1400.958,793.9768,1400.958,1400.958,1400.958
552.9234,1105.973,562.878,562.878,562.878,562.878,562.878,562.878,562.878,562.878,562.878,1125.882,1125.882,621.9758,1125.882,1125.882,621.9758,1125.882,1125.882,621.9758,1125.882,1125.882,1125.882
550.9072,1102.949,561.996,561.996,561.996,561.996,561.996,561.996,561.996,561.996,561.996,1123.992,1123.992,620.9677,1123.992,1123.992,620.9677,1123.992,1123.992,620.9677,1123.992,1123.992,1123.992
501.8901,1004.914,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,0.0,1206.905,1206.905,501.8901,1206.905,1206.905,501.8901,1206.905,1206.905,501.8901,1206.905,1206.905,0.0
551.9153,1004.914,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,602.9486,0.0,1205.897,1205.897,501.8901,1205.897,1205.897,501.8901,1205.897,1205.897,501.8901,1205.897,1205.897,0.0
547.8831,1095.892,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,502.8982,1065.902,1065.902,567.9183,1065.902,1065.902,567.9183,1065.902,1065.902,567.9183,1065.902,1065.902,1065.902
551.9153,1104.965,506.9305,506.9305,506.9305,506.9305,506.9305,506.9305,506.9305,506.9305,506.9305,1073.967,1073.967,571.9506,1073.967,1073.967,571.9506,1073.967,1073.967,571.9506,1073.967,1073.967,1073.967
553.9315,1108.997,503.9063,503.9063,503.9063,503.9063,503.9063,503.9063,503.9063,503.9063,503.9063,1108.997,1108.997,603.9567,1108.997,1108.997,603.9567,1108.997,1108.997,603.9567,1108.997,1108.997,1108.997
548.8911,1097.908,597.9083,597.9083,597.9083,597.9083,597.9083,597.9083,597.9083,597.9083,597.9083,1246.976,1246.976,747.9839,1246.976,1246.976,747.9839,1246.976,1246.976,747.9839,1246.976,1246.976,1246.976
548.8911,1097.908,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,1197.959,1197.959,698.9667,1197.959,1197.959,698.9667,1197.959,1197.959,698.9667,1197.959,1197.959,1197.959
548.8911,1097.908,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,1197.959,1197.959,698.9667,1197.959,1197.959,698.9667,1197.959,1197.959,698.9667,1197.959,1197.959,1197.959
548.8911,1097.908,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,1196.951,1196.951,698.9667,1196.951,1196.951,698.9667,1196.951,1196.951,698.9667,1196.951,1196.951,1196.951
547.8831,1095.892,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,1145.917
547.8831,1095.892,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,1145.917
547.8831,1095.892,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,547.8831,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,647.9335,1145.917,1145.917,1145.917
541.9607,1084.929,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,1133.947,1133.947,642.8931,1133.947,1133.947,642.8931,1133.947,1133.947,642.8931,1133.947,1133.947,1133.947
541.9607,1084.929,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,541.9607,1133.947,1133.947,642.8931,1133.947,1133.947,642.8931,1133.947,1133.947,642.8931,1133.947,1133.947,1133.947
547.8831,1095.892,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,1174.899,1174.899,677.9234,1174.899,1174.899,677.9234,1174.899,1174.899,677.9234,1174.899,1174.899,1174.899
547.8831,1095.892,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,1175.907,1175.907,677.9234,1175.907,1175.907,677.9234,1175.907,1175.907,677.9234,1175.907,1175.907,1175.907
547.8831,1095.892,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,482.9889,1175.907,1175.907,677.9234,1175.907,1175.907,677.9234,1175.907,1175.907,677.9234,1175.907,1175.907,1175.907
549.8992,1100.932,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,1180.948,1180.948,679.9395,1180.948,1180.948,679.9395,1180.948,1180.948,679.9395,1180.948,1180.948,1180.948
549.8992,1100.932,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,1180.948,1180.948,679.9395,1180.948,1180.948,679.9395,1180.948,1180.948,679.9395,1180.948,1180.948,1180.948
578.881,1158.896,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,1228.957,1228.957,750.8821,1228.957,1228.957,750.8821,1228.957,1228.957,750.8821,1228.957,1228.957,1228.957
579.8891,1160.912,527.9738,527.9738,527.9738,527.9738,527.9738,527.9738,527.9738,527.9738,527.9738,1230.973,1230.973,751.8901,1230.973,1230.973,751.8901,1230.973,1230.973,751.8901,1230.973,1230.973,1230.973
596.9002,1193.926,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,1343.876,1343.876,746.9758,1343.876,1343.876,746.9758,1343.876,1343.876,746.9758,1343.876,1343.876,1343.876
596.9002,1193.926,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,1343.876,1343.876,746.9758,1343.876,1343.876,746.9758,1343.876,1343.876,746.9758,1343.876,1343.876,1343.876
586.9456,1174.899,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,1273.942,1273.942,757.9385,1273.942,1273.942,757.9385,1273.942,1273.942,757.9385,1273.942,1273.942,1273.942
586.9456,1174.899,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,543.9768,1273.942,1273.942,757.9385,1273.942,1273.942,757.9385,1273.942,1273.942,757.9385,1273.942,1273.942,1273.942
597.9083,1195.943,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,1295.993,1295.993,767.8931,1295.993,1295.993,767.8931,1295.993,1295.993,767.8931,1295.993,1295.993,1295.993
597.9083,1196.951,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,1296.875,1296.875,767.8931,1296.875,1296.875,767.8931,1296.875,1296.875,767.8931,1296.875,1296.875,1296.875
595.8922,1191.91,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,1291.961,1291.961,765.877,1291.961,1291.961,765.877,1291.961,1291.961,765.877,1291.961,1291.961,1291.961
594.8841,1190.902,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,550.9072,1290.953,1290.953,765.877,1290.953,1290.953,765.877,1290.953,1290.953,765.877,1290.953,1290.953,1290.953
592.994,1186.996,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,1286.92,1286.92,763.9869,1286.92,1286.92,763.9869,1286.92,1286.92,763.9869,1286.92,1286.92,1286.92
592.994,1186.996,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,548.8911,1286.92,1286.92,763.9869,1286.92,1286.92,763.9869,1286.92,1286.92,763.9869,1286.92,1286.92,1286.92
593.876,1187.878,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,1273.942,1273.942,679.9395,1273.942,1273.942,679.9395,1273.942,1273.942,679.9395,1273.942,1273.942,1273.942
593.876,1187.878,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,484.879,1273.942,1273.942,679.9395,1273.942,1273.942,679.9395,1273.942,1273.942,679.9395,1273.942,1273.942,1273.942
550.9072,1102.949,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1227.949,1227.949,725.9324,1227.949,1227.949,725.9324,1227.949,1227.949,725.9324,1227.949,1227.949,1227.949
551.9153,1104.965,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1229.965,1229.965,726.9405,1229.965,1229.965,726.9405,1229.965,1229.965,726.9405,1229.965,1229.965,1229.965
551.9153,1104.965,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,501.8901,1230.973,1230.973,726.9405,1230.973,1230.973,726.9405,1230.973,1230.973,726.9405,1230.973,1230.973,1230.973
