РВСВ_1,РВСН_1,РВЛВ_0,РВЛВ_1,РВЛВ_3,РВЛВ_4,РВЛВ_6,РВЛВ_7,РВЛВ_9,РВЛВ_10,РВЛВ_12,РВЛН_0,РВЛН_1,РВЛН_2,РВЛН_3,РВЛН_4,РВЛН_5,РВЛН_6,РВЛН_7,РВЛН_8,РВЛН_9,РВЛН_10,РВЛН_12
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
598.9163,1198.967,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,1298.891,1298.891,698.9667,1298.891,1298.891,698.9667,1298.891,1298.891,698.9667,1298.891,1298.891,1298.891
598.9163,1198.967,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,1298.891,1298.891,698.9667,1298.891,1298.891,698.9667,1298.891,1298.891,698.9667,1298.891,1298.891,1298.891
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1200.983,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,559.9799,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
598.9163,1197.959,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,558.9717,1297.883,1297.883,698.9667,1297.883,1297.883,698.9667,1297.883,1297.883,698.9667,1297.883,1297.883,1297.883
597.9083,1196.951,557.9637,557.9637,557.9637,557.9637,557.9637,557.9637,557.9637,557.9637,557.9637,1296.875,1296.875,698.9667,1296.875,1296.875,698.9667,1296.875,1296.875,698.9667,1296.875,1296.875,1296.875
594.8841,1189.894,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,1308.972,1308.972,714.9697,1308.972,1308.972,714.9697,1308.972,1308.972,714.9697,1308.972,1308.972,1308.972
594.8841,1189.894,574.9748,574.9748,574.9748,574.9748,574.9748,574.9748,574.9748,574.9748,574.9748,1357.989,1357.989,764.9949,1357.989,1357.989,764.9949,1357.989,1357.989,764.9949,1357.989,1357.989,1357.989
592.994,1186.996,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,1237.903,1237.903,644.9092,1237.903,1237.903,644.9092,1237.903,1237.903,644.9092,1237.903,1237.903,1237.903
592.994,1186.996,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,533.8962,1236.895,1236.895,644.9092,1236.895,1236.895,644.9092,1236.895,1236.895,644.9092,1236.895,1236.895,1236.895
594.8841,1189.894,535.9123,535.9123,535.9123,535.9123,535.9123,535.9123,535.9123,535.9123,535.9123,1240.927,1240.927,645.9174,1240.927,1240.927,645.9174,1240.927,1240.927,645.9174,1240.927,1240.927,1240.927
594.8841,1189.894,515.877,515.877,515.877,515.877,515.877,515.877,515.877,515.877,515.877,1200.983,1200.983,605.9728,1200.983,1200.983,605.9728,1200.983,1200.983,605.9728,1200.983,1200.983,1200.983
591.9859,1183.972,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,1303.931,1303.931,712.9536,1303.931,1303.931,712.9536,1303.931,1303.931,712.9536,1303.931,1303.931,1303.931
591.9859,1183.972,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,552.9234,1303.931,1303.931,712.9536,1303.931,1303.931,712.9536,1303.931,1303.931,712.9536,1303.931,1303.931,1303.931
592.994,1186.996,553.9315,553.9315,553.9315,553.9315,553.9315,553.9315,553.9315,553.9315,553.9315,1306.956,1306.956,713.9617,1306.956,1306.956,713.9617,1306.956,1306.956,713.9617,1306.956,1306.956,1306.956
593.876,1188.886,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,554.9395,1307.964,1307.964,714.9697,1307.964,1307.964,714.9697,1307.964,1307.964,714.9697,1307.964,1307.964,1307.964
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,1209.929
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
594.8841,1190.902,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,1310.988,1310.988,715.9778,1310.988,1310.988,715.9778,1310.988,1310.988,715.9778,1310.988,1310.988,1310.988
595.8922,1191.91,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,555.9476,1311.996,1311.996,715.9778,1311.996,1311.996,715.9778,1311.996,1311.996,715.9778,1311.996,1311.996,1311.996
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,1209.929
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,1209.929
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,609.879,1209.929,1209.929,1209.929
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
598.9163,1198.967,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,608.9969,1208.921,1208.921,1208.921
0.0,0.0,0.0,0.0,510.9627,510.9627,510.9627,0.0,0.0,510.9627,510.9627,0.0,0.0,0.0,1201.991,1201.991,506.9305,1201.991,506.9305,1201.991,506.9305,1201.991,1201.991
0.0,0.0,0.0,0.0,510.9627,510.9627,510.9627,0.0,0.0,510.9627,510.9627,0.0,0.0,0.0,1201.991,1201.991,506.9305,1201.991,506.9305,1201.991,506.9305,1201.991,1201.991
590.9778,1181.956,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,1300.907,1300.907,711.9456,1300.907,1300.907,711.9456,1300.907,1300.907,711.9456,1300.907,1300.907,1300.907
590.9778,1181.956,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,551.9153,1300.907,1300.907,711.9456,1300.907,1300.907,711.9456,1300.907,1300.907,711.9456,1300.907,1300.907,1300.907
0.0,0.0,0.0,0.0,466.9859,466.9859,466.9859,0.0,0.0,466.9859,466.9859,0.0,0.0,0.0,1242.943,1242.943,576.9909,1242.943,576.9909,1242.943,576.9909,1242.943,1242.943
0.0,0.0,0.0,0.0,465.9778,465.9778,465.9778,0.0,0.0,465.9778,465.9778,0.0,0.0,0.0,1240.927,1240.927,575.9828,1240.927,575.9828,1240.927,575.9828,1240.927,1240.927
596.9002,1193.926,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,526.9657,1293.977,1293.977,696.9506,1293.977,1293.977,696.9506,1293.977,1293.977,696.9506,1293.977,1293.977,1293.977
597.9083,1195.943,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,1225.932,1225.932,627.8982,1225.932,1225.932,627.8982,1225.932,1225.932,627.8982,1225.932,1225.932,1225.932
597.9083,1195.943,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,507.9385,1226.941,1226.941,627.8982,1226.941,1226.941,627.8982,1226.941,1226.941,627.8982,1226.941,1226.941,1226.941
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
598.9163,1197.959,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,518.9012,1247.984,1247.984,648.9415,1247.984,1247.984,648.9415,1247.984,1247.984,648.9415,1247.984,1247.984,1247.984
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,1250.0
596.9002,1194.934,517.8931,517.8931,517.8931,517.8931,517.8931,517.8931,517.8931,517.8931,517.8931,1244.96,1244.96,647.9335,1244.96,1244.96,647.9335,1244.96,1244.96,647.9335,1244.96,1244.96,1244.96
599.9244,1199.975,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1125.0,1125.0,524.9496,1125.0,1125.0,524.9496,1125.0,1125.0,524.9496,1125.0,1125.0,1125.0
599.9244,1200.983,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,519.9092,1125.882,1125.882,524.9496,1125.882,1125.882,524.9496,1125.882,1125.882,524.9496,1125.882,1125.882,1125.882
601.9405,1203.881,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1178.931,1178.931,575.9828,1178.931,1178.931,575.9828,1178.931,1178.931,575.9828,1178.931,1178.931,1178.931
599.9244,1199.975,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1199.975,1199.975,599.9244,1199.975,1199.975,599.9244,1199.975,1199.975,599.9244,1199.975,1199.975,1199.975
600.9324,1202.999,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1302.923,1302.923,700.9828,1302.923,1302.923,700.9828,1302.923,1302.923,700.9828,1302.923,1302.923,1302.923
600.9324,1202.999,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,500.882,1302.923,1302.923,700.9828,1302.923,1302.923,700.9828,1302.923,1302.923,700.9828,1302.923,1302.923,1302.923
0.0,0.0,0.0,0.0,347.9083,347.9083,347.9083,0.0,0.0,347.9083,347.9083,0.0,0.0,0.0,1315.902,1315.902,647.9335,1315.902,647.9335,1315.902,647.9335,1315.902,1315.902
0.0,0.0,0.0,0.0,347.9083,347.9083,347.9083,0.0,0.0,347.9083,347.9083,0.0,0.0,0.0,1315.902,1315.902,647.9335,1315.902,647.9335,1315.902,647.9335,1315.902,1315.902
0.0,0.0,0.0,0.0,347.9083,347.9083,347.9083,0.0,0.0,347.9083,347.9083,0.0,0.0,0.0,1423.891,1423.891,646.9254,1423.891,646.9254,1423.891,646.9254,1423.891,1423.891
0.0,0.0,0.0,0.0,347.9083,347.9083,347.9083,0.0,0.0,347.9083,347.9083,0.0,0.0,0.0,1423.891,1423.891,646.9254,1423.891,646.9254,1423.891,646.9254,1423.891,1423.891
0.0,0.0,0.0,0.0,436.996,436.996,436.996,0.0,0.0,436.996,436.996,0.0,0.0,0.0,1441.91,1441.91,646.9254,1441.91,646.9254,1441.91,646.9254,1441.91,1441.91
0.0,0.0,0.0,0.0,436.996,436.996,436.996,0.0,0.0,436.996,436.996,0.0,0.0,0.0,1441.91,1441.91,646.9254,1441.91,646.9254,1441.91,646.9254,1441.91,1441.91
599.9244,1199.975,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
599.9244,1199.975,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
598.9163,1197.959,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,498.9919,1297.883,1297.883,698.9667,1297.883,1297.883,698.9667,1297.883,1297.883,698.9667,1297.883,1297.883,1297.883
599.9244,1200.983,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,699.9748,1300.907,1300.907,1300.907
600.9324,1201.991,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1301.915,1301.915,699.9748,1301.915,1301.915,699.9748,1301.915,1301.915,699.9748,1301.915,1301.915,1301.915
599.9244,1199.975,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,699.9748,1299.899,1299.899,1299.899
594.8841,1189.894,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,1290.953
594.8841,1189.894,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,1290.953
594.8841,1189.894,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,495.9677,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,695.9425,1290.953,1290.953,1290.953
0.0,0.0,0.0,0.0,548.8911,548.8911,548.8911,0.0,0.0,548.8911,548.8911,0.0,0.0,0.0,1497.984,1497.984,698.9667,1497.984,698.9667,1497.984,698.9667,1497.984,1497.984
0.0,0.0,0.0,0.0,523.9415,523.9415,523.9415,0.0,0.0,523.9415,523.9415,0.0,0.0,0.0,1498.992,1498.992,698.9667,1498.992,698.9667,1498.992,698.9667,1498.992,1498.992
0.0,0.0,0.0,0.0,475.9325,475.9325,475.9325,0.0,0.0,475.9325,475.9325,0.0,0.0,0.0,1554.939,1554.939,751.8901,1554.939,751.8901,1554.939,751.8901,1554.939,1554.939
0.0,0.0,0.0,0.0,476.9405,476.9405,476.9405,0.0,0.0,476.9405,476.9405,0.0,0.0,0.0,1556.956,1556.956,752.8982,1556.956,752.8982,1556.956,752.8982,1556.956,1556.956
0.0,0.0,0.0,0.0,500.882,500.882,500.882,0.0,0.0,500.882,500.882,0.0,0.0,0.0,1577.999,1577.999,775.9576,1577.999,775.9576,1577.999,775.9576,1577.999,1577.999
0.0,0.0,0.0,0.0,500.882,500.882,500.882,0.0,0.0,500.882,500.882,0.0,0.0,0.0,1604.965,1604.965,801.9153,1604.965,801.9153,1604.965,801.9153,1604.965,1604.965
0.0,0.0,0.0,0.0,525.9576,525.9576,525.9576,0.0,0.0,525.9576,525.9576,0.0,0.0,0.0,1627.898,1627.898,825.9828,1627.898,825.9828,1627.898,825.9828,1627.898,1627.898
0.0,0.0,0.0,0.0,525.9576,525.9576,525.9576,0.0,0.0,525.9576,525.9576,0.0,0.0,0.0,1629.914,1629.914,826.9909,1629.914,826.9909,1629.914,826.9909,1629.914,1629.914
0.0,0.0,0.0,0.0,548.8911,548.8911,548.8911,0.0,0.0,548.8911,548.8911,0.0,0.0,0.0,1523.942,1523.942,723.9163,1523.942,723.9163,1523.942,723.9163,1523.942,1523.942
0.0,0.0,0.0,0.0,548.8911,548.8911,548.8911,0.0,0.0,548.8911,548.8911,0.0,0.0,0.0,1523.942,1523.942,723.9163,1523.942,723.9163,1523.942,723.9163,1523.942,1523.942
0.0,0.0,0.0,0.0,547.8831,547.8831,547.8831,0.0,0.0,547.8831,547.8831,0.0,0.0,0.0,1519.909,1519.909,722.9083,1519.909,722.9083,1519.909,722.9083,1519.909,1519.909
0.0,0.0,0.0,0.0,547.8831,547.8831,547.8831,0.0,0.0,547.8831,547.8831,0.0,0.0,0.0,1519.909,1519.909,722.9083,1519.909,722.9083,1519.909,722.9083,1519.909,1519.909
0.0,0.0,0.0,0.0,545.9929,545.9929,545.9929,0.0,0.0,545.9929,545.9929,0.0,0.0,0.0,1513.987,1513.987,720.8922,1513.987,720.8922,1513.987,720.8922,1513.987,1513.987
0.0,0.0,0.0,0.0,545.9929,545.9929,545.9929,0.0,0.0,545.9929,545.9929,0.0,0.0,0.0,1513.987,1513.987,720.8922,1513.987,720.8922,1513.987,720.8922,1513.987,1513.987
0.0,0.0,0.0,0.0,545.9929,545.9929,545.9929,0.0,0.0,545.9929,545.9929,0.0,0.0,0.0,1514.995,1514.995,720.8922,1514.995,720.8922,1514.995,720.8922,1514.995,1514.995
0.0,0.0,0.0,0.0,545.9929,545.9929,545.9929,0.0,0.0,545.9929,545.9929,0.0,0.0,0.0,1514.995,1514.995,720.8922,1514.995,720.8922,1514.995,720.8922,1514.995,1514.995
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1508.947,1508.947,718.876,1508.947,718.876,1508.947,718.876,1508.947,1508.947
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1508.947,1508.947,718.876,1508.947,718.876,1508.947,718.876,1508.947,1508.947
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1508.947,1508.947,718.876,1508.947,718.876,1508.947,718.876,1508.947,1508.947
0.0,0.0,0.0,0.0,544.9849,544.9849,544.9849,0.0,0.0,544.9849,544.9849,0.0,0.0,0.0,1511.971,1511.971,719.8841,1511.971,719.8841,1511.971,719.8841,1511.971,1511.971
0.0,0.0,0.0,0.0,544.9849,544.9849,544.9849,0.0,0.0,544.9849,544.9849,0.0,0.0,0.0,1512.979,1512.979,719.8841,1512.979,719.8841,1512.979,719.8841,1512.979,1512.979
0.0,0.0,0.0,0.0,544.9849,544.9849,544.9849,0.0,0.0,544.9849,544.9849,0.0,0.0,0.0,1511.971,1511.971,719.8841,1511.971,719.8841,1511.971,719.8841,1511.971,1511.971
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1508.947,1508.947,718.876,1508.947,718.876,1508.947,718.876,1508.947,1508.947
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,544.9849,544.9849,544.9849,0.0,0.0,544.9849,544.9849,0.0,0.0,0.0,1510.963,1510.963,719.8841,1510.963,719.8841,1510.963,719.8841,1510.963,1510.963
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,543.9768,543.9768,543.9768,0.0,0.0,543.9768,543.9768,0.0,0.0,0.0,1509.955,1509.955,718.876,1509.955,718.876,1509.955,718.876,1509.955,1509.955
0.0,0.0,0.0,0.0,532.8881,532.8881,532.8881,0.0,0.0,532.8881,532.8881,0.0,0.0,0.0,1516.885,1516.885,727.9486,1516.885,727.9486,1516.885,727.9486,1516.885,1516.885
0.0,0.0,0.0,0.0,533.8962,533.8962,533.8962,0.0,0.0,533.8962,533.8962,0.0,0.0,0.0,1517.893,1517.893,728.9567,1517.893,728.9567,1517.893,728.9567,1517.893,1517.893
0.0,0.0,0.0,0.0,533.8962,533.8962,533.8962,0.0,0.0,533.8962,533.8962,0.0,0.0,0.0,1518.901,1518.901,728.9567,1518.901,728.9567,1518.901,728.9567,1518.901,1518.901
0.0,0.0,0.0,0.0,534.9042,534.9042,534.9042,0.0,0.0,534.9042,534.9042,0.0,0.0,0.0,1521.925,1521.925,729.9647,1521.925,729.9647,1521.925,729.9647,1521.925,1521.925
0.0,0.0,0.0,0.0,393.9012,393.9012,393.9012,0.0,0.0,393.9012,393.9012,0.0,0.0,0.0,1477.949,1477.949,690.9022,1477.949,690.9022,1477.949,690.9022,1477.949,1477.949
0.0,0.0,0.0,0.0,393.9012,393.9012,393.9012,0.0,0.0,393.9012,393.9012,0.0,0.0,0.0,1478.957,1478.957,691.9103,1478.957,691.9103,1478.957,691.9103,1478.957,1478.957
0.0,0.0,0.0,0.0,393.9012,393.9012,393.9012,0.0,0.0,393.9012,393.9012,0.0,0.0,0.0,1479.965,1479.965,691.9103,1479.965,691.9103,1479.965,691.9103,1479.965,1479.965
