group_of_standard,Углерод,Кремний,Марганец,Сера,Фосфор,Хром,Никель,Медь,Алюминий,Титан,Ванадий,Ниобий,Молибден,Бор,Кальций,Цинк,Олово,Мышьяк,Железо,Азот,C_EKV,K_SVAR,номер раската
3,0.08,0.24,1.7,0.002,0.01,0.05,0.22,0.13,0.036,0.021,0.005,0.052,0.021,0.0006,0.001,0.0008,0.0035,0.0032,97.3459,0.005,0.4,0.19,13
3,0.08,0.22,1.73,0.002,0.009,0.07,0.19,0.12,0.03,0.02,0.005,0.051,0.018,0.0005,0.002,0.0009,0.0035,0.0035,97.4255,0.005,0.41,0.19,17
3,0.08,0.22,1.73,0.002,0.009,0.07,0.19,0.12,0.03,0.02,0.005,0.051,0.018,0.0005,0.002,0.0009,0.0035,0.0035,97.4255,0.005,0.41,0.19,13
3,0.07,0.21,1.72,0.003,0.008,0.03,0.16,0.12,0.031,0.021,0.003,0.05,0.003,0.0005,0.002,0.0015,0.0031,0.0026,97.5301,0.005,0.38,0.18,12
3,0.07,0.21,1.72,0.003,0.008,0.03,0.16,0.12,0.031,0.021,0.003,0.05,0.003,0.0005,0.002,0.0015,0.0031,0.0026,97.5301,0.005,0.38,0.18,16
3,0.07,0.25,1.72,0.002,0.009,0.04,0.22,0.12,0.037,0.025,0.006,0.053,0.017,0.0004,0.002,0.0006,0.0031,0.003,97.4125,0.005,0.39,0.18,9
3,0.07,0.25,1.72,0.002,0.009,0.04,0.22,0.12,0.037,0.025,0.006,0.053,0.017,0.0004,0.002,0.0006,0.0031,0.003,97.4125,0.005,0.39,0.18,10
3,0.07,0.28,1.71,0.002,0.01,0.03,0.17,0.13,0.033,0.021,0.005,0.053,0.003,0.0005,0.002,0.0011,0.0093,0.0033,97.4416,0.005,0.38,0.18,12
3,0.07,0.28,1.71,0.002,0.01,0.03,0.17,0.13,0.033,0.021,0.005,0.053,0.003,0.0005,0.002,0.0011,0.0093,0.0033,97.4416,0.005,0.38,0.18,7
3,0.06,0.25,1.7,0.002,0.009,0.03,0.18,0.16,0.037,0.021,0.005,0.05,0.005,0.0006,0.002,0.0007,0.0061,0.0028,99.1021,0.004,0.37,0.17,9
3,0.06,0.25,1.7,0.002,0.009,0.03,0.18,0.16,0.037,0.021,0.005,0.05,0.005,0.0006,0.002,0.0007,0.0061,0.0028,99.1021,0.004,0.37,0.17,12
3,0.08,0.25,1.71,0.002,0.007,0.06,0.19,0.14,0.036,0.024,0.003,0.051,0.016,0.0006,0.001,0.0009,0.0038,0.0023,97.3542,0.004,0.4,0.19,5
3,0.08,0.25,1.71,0.002,0.007,0.06,0.19,0.14,0.036,0.024,0.003,0.051,0.016,0.0006,0.001,0.0009,0.0038,0.0023,97.3542,0.004,0.4,0.19,6
0,0.07,0.28,1.75,0.002,0.008,0.05,0.16,0.13,0.036,0.022,0.003,0.055,0.004,0.0006,0.002,0.0019,0.0032,0.004,97.4122,0.004,0.39,0.18,5
0,0.07,0.28,1.75,0.002,0.008,0.05,0.16,0.13,0.036,0.022,0.003,0.055,0.004,0.0006,0.002,0.0019,0.0032,0.004,97.4122,0.004,0.39,0.18,3
0,0.07,0.3,1.73,0.002,0.008,0.04,0.16,0.12,0.035,0.022,0.002,0.049,0.003,0.0005,0.002,0.0018,0.0031,0.0025,97.4261,0.005,0.39,0.18,13
0,0.07,0.3,1.73,0.002,0.008,0.04,0.16,0.12,0.035,0.022,0.002,0.049,0.003,0.0005,0.002,0.0018,0.0031,0.0025,97.4261,0.005,0.39,0.18,10
0,0.07,0.25,1.72,0.002,0.011,0.05,0.17,0.13,0.035,0.021,0.007,0.053,0.004,0.0005,0.002,0.0018,0.0035,0.0032,97.4465,0.005,0.39,0.18,7
0,0.07,0.25,1.72,0.002,0.011,0.05,0.17,0.13,0.035,0.021,0.007,0.053,0.004,0.0005,0.002,0.0018,0.0035,0.0032,97.4465,0.005,0.39,0.18,6
0,0.06,0.26,1.7,0.002,0.01,0.05,0.16,0.12,0.032,0.021,0.005,0.053,0.003,0.0005,0.001,0.0013,0.0033,0.003,97.4863,0.006,0.37,0.17,2
0,0.06,0.26,1.7,0.002,0.01,0.05,0.16,0.12,0.032,0.021,0.005,0.053,0.003,0.0005,0.001,0.0013,0.0033,0.003,97.4863,0.006,0.37,0.17,12
0,0.06,0.26,1.71,0.003,0.011,0.06,0.17,0.13,0.03,0.021,0.006,0.053,0.004,0.0005,0.002,0.0017,0.0039,0.003,97.4512,0.006,0.38,0.17,4
0,0.06,0.26,1.71,0.003,0.011,0.06,0.17,0.13,0.03,0.021,0.006,0.053,0.004,0.0005,0.002,0.0017,0.0039,0.003,97.4512,0.006,0.38,0.17,13
0,0.07,0.27,1.72,0.002,0.009,0.04,0.17,0.13,0.034,0.021,0.004,0.054,0.003,0.0006,0.002,0.0019,0.0033,0.003,97.4471,0.006,0.39,0.18,15
0,0.07,0.27,1.72,0.002,0.009,0.04,0.17,0.13,0.034,0.021,0.004,0.054,0.003,0.0006,0.002,0.0019,0.0033,0.003,97.4471,0.006,0.39,0.18,3
0,0.07,0.29,1.71,0.003,0.012,0.05,0.16,0.13,0.043,0.023,0.004,0.053,0.002,0.0005,0.002,0.002,0.0038,0.0041,97.4237,0.006,0.39,0.18,11
0,0.07,0.29,1.71,0.003,0.012,0.05,0.16,0.13,0.043,0.023,0.004,0.053,0.002,0.0005,0.002,0.002,0.0038,0.0041,97.4237,0.006,0.39,0.18,6
0,0.07,0.25,1.76,0.002,0.01,0.06,0.17,0.14,0.033,0.021,0.005,0.054,0.004,0.0005,0.001,0.0017,0.0042,0.0028,99.1592,0.006,0.4,0.18,15
0,0.07,0.25,1.76,0.002,0.01,0.06,0.17,0.14,0.033,0.021,0.005,0.054,0.004,0.0005,0.001,0.0017,0.0042,0.0028,99.1592,0.006,0.4,0.18,14
0,0.0668,0.247,1.7164,0.0023,0.0076,0.0554,0.1685,0.1778,0.0367,0.022,0.0022,0.0499,0.0044,0.0005,0.00164,0.0011,0.0095,0.0042,97.351,0.0035,0.39,0.18,12
0,0.0668,0.247,1.7164,0.0023,0.0076,0.0554,0.1685,0.1778,0.0367,0.022,0.0022,0.0499,0.0044,0.0005,0.00164,0.0011,0.0095,0.0042,97.351,0.0035,0.39,0.18,16
0,0.0679,0.2477,1.738,0.0016,0.0117,0.0466,0.1741,0.1254,0.0294,0.0199,0.0042,0.0506,0.0074,0.0005,0.00118,0.0014,0.0032,0.003,97.4454,0.007,0.39,0.18,16
0,0.0679,0.2477,1.738,0.0016,0.0117,0.0466,0.1741,0.1254,0.0294,0.0199,0.0042,0.0506,0.0074,0.0005,0.00118,0.0014,0.0032,0.003,97.4454,0.007,0.39,0.18,7
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,17
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,17
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,4
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,4
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,12
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,12
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,2
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,2
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,14
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,14
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,13
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,13
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,7
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,7
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,8
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,8
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,1
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,5
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,5
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,10
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,10
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,15
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,15
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,3
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,3
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,6
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,6
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,16
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,16
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,9
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,9
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,11
3,0.07,0.23,1.71,0.002,0.01,0.05,0.18,0.13,0.038,0.023,0.005,0.049,0.007,0.0006,0.002,0.0017,0.0034,0.0027,97.4112,0.006,0.39,0.18,11
3,0.08,0.26,1.74,0.002,0.011,0.04,0.18,0.14,0.036,0.022,0.005,0.051,0.004,0.0005,0.002,0.0015,0.0047,0.0034,97.4136,0.005,0.4,0.19,13
3,0.08,0.26,1.74,0.002,0.011,0.04,0.18,0.14,0.036,0.022,0.005,0.051,0.004,0.0005,0.002,0.0015,0.0047,0.0034,97.4136,0.005,0.4,0.19,3
3,0.0664,0.2581,1.704,0.0022,0.0081,0.0448,0.1927,0.1405,0.0405,0.0212,0.0039,0.0498,0.0048,0.0005,0.0023,0.0009,0.0038,0.0025,97.3711,0.0056,0.39,0.18,11
3,0.0664,0.2581,1.704,0.0022,0.0081,0.0448,0.1927,0.1405,0.0405,0.0212,0.0039,0.0498,0.0048,0.0005,0.0023,0.0009,0.0038,0.0025,97.3711,0.0056,0.39,0.18,9
3,0.07,0.26,1.71,0.002,0.008,0.04,0.17,0.14,0.037,0.024,0.003,0.052,0.004,0.0005,0.002,0.0009,0.0047,0.0025,97.3979,0.005,0.39,0.18,8
3,0.07,0.26,1.71,0.002,0.008,0.04,0.17,0.14,0.037,0.024,0.003,0.052,0.004,0.0005,0.002,0.0009,0.0047,0.0025,97.3979,0.005,0.39,0.18,14
3,0.08,0.26,1.75,0.002,0.008,0.07,0.21,0.16,0.035,0.022,0.004,0.053,0.016,0.0006,0.001,0.001,0.0039,0.0025,97.2547,0.005,0.41,0.2,8
3,0.08,0.26,1.75,0.002,0.008,0.07,0.21,0.16,0.035,0.022,0.004,0.053,0.016,0.0006,0.001,0.001,0.0039,0.0025,97.2547,0.005,0.41,0.2,13
3,0.07,0.25,1.74,0.003,0.008,0.03,0.17,0.14,0.038,0.022,0.005,0.051,0.004,0.0005,0.003,0.001,0.0039,0.0039,97.431,0.005,0.39,0.18,3
3,0.07,0.25,1.74,0.003,0.008,0.03,0.17,0.14,0.038,0.022,0.005,0.051,0.004,0.0005,0.003,0.001,0.0039,0.0039,97.431,0.005,0.39,0.18,5
3,0.08,0.21,1.72,0.002,0.009,0.04,0.18,0.13,0.03,0.02,0.004,0.05,0.005,0.0004,0.002,0.0012,0.0036,0.0035,97.5052,0.005,0.4,0.19,14
3,0.08,0.21,1.72,0.002,0.009,0.04,0.18,0.13,0.03,0.02,0.004,0.05,0.005,0.0004,0.002,0.0012,0.0036,0.0035,97.5052,0.005,0.4,0.19,8
3,0.08,0.26,1.72,0.002,0.007,0.04,0.18,0.13,0.039,0.021,0.003,0.051,0.011,0.0006,0.001,0.0008,0.0038,0.0028,97.3648,0.004,0.4,0.19,10
3,0.08,0.26,1.72,0.002,0.007,0.04,0.18,0.13,0.039,0.021,0.003,0.051,0.011,0.0006,0.001,0.0008,0.0038,0.0028,97.3648,0.004,0.4,0.19,13
3,0.07,0.25,1.71,0.002,0.011,0.05,0.17,0.12,0.036,0.017,0.005,0.05,0.008,0.0005,0.002,0.0009,0.0041,0.0032,97.47,0.005,0.39,0.18,3
3,0.07,0.25,1.71,0.002,0.011,0.05,0.17,0.12,0.036,0.017,0.005,0.05,0.008,0.0005,0.002,0.0009,0.0041,0.0032,97.47,0.005,0.39,0.18,9
3,0.06,0.27,1.7,0.001,0.008,0.03,0.16,0.13,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0009,0.0036,0.0021,97.4278,0.005,0.37,0.17,6
3,0.06,0.27,1.7,0.001,0.008,0.03,0.16,0.13,0.035,0.019,0.005,0.05,0.005,0.0005,0.002,0.0009,0.0036,0.0021,97.4278,0.005,0.37,0.17,15
0,0.06,0.2,1.73,0.003,0.009,0.05,0.17,0.11,0.034,0.021,0.004,0.051,0.003,0.0005,0.003,0.0017,0.0031,0.0025,97.5208,0.004,0.38,0.17,10
0,0.06,0.2,1.73,0.003,0.009,0.05,0.17,0.11,0.034,0.021,0.004,0.051,0.003,0.0005,0.003,0.0017,0.0031,0.0025,97.5208,0.004,0.38,0.17,11
0,0.0642,0.2474,1.7125,0.0017,0.0098,0.044,0.1783,0.1169,0.0391,0.0223,0.0045,0.0511,0.0033,0.0005,0.00179,0.0014,0.0054,0.0029,97.4728,0.0054,0.37,0.17,6
0,0.0642,0.2474,1.7125,0.0017,0.0098,0.044,0.1783,0.1169,0.0391,0.0223,0.0045,0.0511,0.0033,0.0005,0.00179,0.0014,0.0054,0.0029,97.4728,0.0054,0.37,0.17,14
0,0.06,0.24,1.74,0.003,0.011,0.05,0.17,0.13,0.033,0.021,0.008,0.057,0.004,0.0005,0.002,0.0017,0.0033,0.0028,97.4522,0.004,0.38,0.17,6
0,0.06,0.24,1.74,0.003,0.011,0.05,0.17,0.13,0.033,0.021,0.008,0.057,0.004,0.0005,0.002,0.0017,0.0033,0.0028,97.4522,0.004,0.38,0.17,2
0,0.0661,0.2175,1.739,0.0029,0.0124,0.0432,0.1644,0.1166,0.032,0.0208,0.0063,0.0559,0.0018,0.0004,0.00224,0.0013,0.003,0.0029,97.4927,0.0042,0.39,0.18,10
0,0.0661,0.2175,1.739,0.0029,0.0124,0.0432,0.1644,0.1166,0.032,0.0208,0.0063,0.0559,0.0018,0.0004,0.00224,0.0013,0.003,0.0029,97.4927,0.0042,0.39,0.18,17
0,0.07,0.24,1.74,0.003,0.01,0.04,0.16,0.12,0.039,0.022,0.006,0.051,0.003,0.0005,0.001,0.0015,0.0027,0.0029,97.4257,0.005,0.39,0.18,16
0,0.07,0.24,1.74,0.003,0.01,0.04,0.16,0.12,0.039,0.022,0.006,0.051,0.003,0.0005,0.001,0.0015,0.0027,0.0029,97.4257,0.005,0.39,0.18,5
0,0.08,0.26,1.71,0.003,0.008,0.04,0.18,0.14,0.034,0.019,0.003,0.049,0.004,0.0005,0.002,0.0017,0.003,0.0019,97.3955,0.005,0.4,0.19,7
0,0.08,0.26,1.71,0.003,0.008,0.04,0.18,0.14,0.034,0.019,0.003,0.049,0.004,0.0005,0.002,0.0017,0.003,0.0019,97.3955,0.005,0.4,0.19,4
0,0.07,0.27,1.73,0.002,0.009,0.05,0.17,0.13,0.037,0.02,0.004,0.051,0.003,0.0006,0.002,0.001,0.0074,0.002,97.3868,0.005,0.39,0.18,3
0,0.07,0.27,1.73,0.002,0.009,0.05,0.17,0.13,0.037,0.02,0.004,0.051,0.003,0.0006,0.002,0.001,0.0074,0.002,97.3868,0.005,0.39,0.18,9
0,0.07,0.27,1.73,0.002,0.008,0.03,0.19,0.14,0.036,0.02,0.004,0.048,0.004,0.0007,0.002,0.0016,0.0041,0.0036,97.3666,0.005,0.39,0.18,10
0,0.07,0.27,1.73,0.002,0.008,0.03,0.19,0.14,0.036,0.02,0.004,0.048,0.004,0.0007,0.002,0.0016,0.0041,0.0036,97.3666,0.005,0.39,0.18,16
0,0.07,0.29,1.73,0.002,0.01,0.04,0.19,0.15,0.034,0.019,0.004,0.052,0.004,0.0006,0.002,0.0009,0.0127,0.0034,97.3032,0.004,0.39,0.18,8
0,0.07,0.29,1.73,0.002,0.01,0.04,0.19,0.15,0.034,0.019,0.004,0.052,0.004,0.0006,0.002,0.0009,0.0127,0.0034,97.3032,0.004,0.39,0.18,9
0,0.07,0.26,1.74,0.002,0.01,0.03,0.17,0.12,0.04,0.021,0.005,0.054,0.004,0.0005,0.002,0.0016,0.0029,0.003,97.4435,0.004,0.39,0.18,1
0,0.07,0.26,1.74,0.002,0.01,0.03,0.17,0.12,0.04,0.021,0.005,0.054,0.004,0.0005,0.002,0.0016,0.0029,0.003,97.4435,0.004,0.39,0.18,7
3,0.06,0.25,1.71,0.001,0.009,0.03,0.17,0.12,0.039,0.022,0.005,0.049,0.004,0.0005,0.002,0.0019,0.0031,0.0033,97.4364,0.005,0.37,0.17,2
3,0.06,0.25,1.71,0.001,0.009,0.03,0.17,0.12,0.039,0.022,0.005,0.049,0.004,0.0005,0.002,0.0019,0.0031,0.0033,97.4364,0.005,0.37,0.17,9
3,0.07,0.24,1.73,0.002,0.008,0.05,0.18,0.13,0.036,0.021,0.005,0.049,0.006,0.0006,0.002,0.0012,0.0032,0.0021,97.3845,0.005,0.39,0.18,9
3,0.07,0.24,1.73,0.002,0.008,0.05,0.18,0.13,0.036,0.021,0.005,0.049,0.006,0.0006,0.002,0.0012,0.0032,0.0021,97.3845,0.005,0.39,0.18,10
3,0.07,0.25,1.75,0.002,0.008,0.04,0.18,0.12,0.037,0.022,0.003,0.047,0.013,0.0004,0.002,0.001,0.0033,0.0032,97.399,0.005,0.39,0.18,6
3,0.07,0.25,1.75,0.002,0.008,0.04,0.18,0.12,0.037,0.022,0.003,0.047,0.013,0.0004,0.002,0.001,0.0033,0.0032,97.399,0.005,0.39,0.18,7
3,0.07,0.23,1.73,0.002,0.009,0.03,0.15,0.11,0.037,0.021,0.005,0.052,0.003,0.0005,0.002,0.0026,0.0029,0.0026,97.5288,0.004,0.38,0.18,12
3,0.07,0.23,1.73,0.002,0.009,0.03,0.15,0.11,0.037,0.021,0.005,0.052,0.003,0.0005,0.002,0.0026,0.0029,0.0026,97.5288,0.004,0.38,0.18,11
3,0.07,0.22,1.71,0.002,0.008,0.04,0.17,0.16,0.029,0.019,0.005,0.05,0.004,0.0005,0.002,0.0011,0.0048,0.0038,97.4803,0.006,0.39,0.18,10
3,0.07,0.22,1.71,0.002,0.008,0.04,0.17,0.16,0.029,0.019,0.005,0.05,0.004,0.0005,0.002,0.0011,0.0048,0.0038,97.4803,0.006,0.39,0.18,5
3,0.07,0.26,1.74,0.002,0.009,0.04,0.18,0.15,0.041,0.024,0.004,0.05,0.005,0.0006,0.001,0.0009,0.0048,0.004,97.3308,0.005,0.39,0.18,7
3,0.07,0.26,1.74,0.002,0.009,0.04,0.18,0.15,0.041,0.024,0.004,0.05,0.005,0.0006,0.001,0.0009,0.0048,0.004,97.3308,0.005,0.39,0.18,9
3,0.07,0.23,1.71,0.003,0.01,0.05,0.19,0.15,0.031,0.021,0.005,0.052,0.005,0.0006,0.002,0.0007,0.0056,0.004,97.3803,0.007,0.39,0.18,10
3,0.07,0.23,1.71,0.003,0.01,0.05,0.19,0.15,0.031,0.021,0.005,0.052,0.005,0.0006,0.002,0.0007,0.0056,0.004,97.3803,0.007,0.39,0.18,11
3,0.069,0.2652,1.74,0.0029,0.0097,0.0373,0.1663,0.1424,0.0375,0.0216,0.0052,0.0495,0.0039,0.0005,0.00242,0.0014,0.0041,0.0033,97.4178,0.0048,0.39,0.18,8
3,0.069,0.2652,1.74,0.0029,0.0097,0.0373,0.1663,0.1424,0.0375,0.0216,0.0052,0.0495,0.0039,0.0005,0.00242,0.0014,0.0041,0.0033,97.4178,0.0048,0.39,0.18,5
3,0.07,0.25,1.7,0.002,0.008,0.04,0.17,0.15,0.037,0.022,0.004,0.051,0.005,0.0006,0.002,0.0008,0.0189,0.0037,97.3771,0.005,0.38,0.18,16
3,0.07,0.25,1.7,0.002,0.008,0.04,0.17,0.15,0.037,0.022,0.004,0.051,0.005,0.0006,0.002,0.0008,0.0189,0.0037,97.3771,0.005,0.38,0.18,14
3,0.07,0.26,1.72,0.002,0.01,0.04,0.17,0.15,0.035,0.021,0.004,0.053,0.003,0.0006,0.002,0.0007,0.0032,0.0034,97.3862,0.005,0.39,0.18,12
3,0.07,0.26,1.72,0.002,0.01,0.04,0.17,0.15,0.035,0.021,0.004,0.053,0.003,0.0006,0.002,0.0007,0.0032,0.0034,97.3862,0.005,0.39,0.18,15
0,0.07,0.27,1.72,0.003,0.006,0.04,0.17,0.13,0.038,0.021,0.003,0.051,0.004,0.0006,0.002,0.0015,0.0038,0.0021,97.3836,0.003,0.39,0.18,10
0,0.07,0.27,1.72,0.003,0.006,0.04,0.17,0.13,0.038,0.021,0.003,0.051,0.004,0.0006,0.002,0.0015,0.0038,0.0021,97.3836,0.003,0.39,0.18,3
0,0.07,0.29,1.74,0.002,0.011,0.04,0.18,0.14,0.033,0.021,0.004,0.058,0.004,0.0005,0.002,0.0018,0.0036,0.0043,97.3635,0.004,0.39,0.18,7
0,0.07,0.29,1.74,0.002,0.011,0.04,0.18,0.14,0.033,0.021,0.004,0.058,0.004,0.0005,0.002,0.0018,0.0036,0.0043,97.3635,0.004,0.39,0.18,2
0,0.06,0.26,1.72,0.003,0.01,0.03,0.17,0.14,0.036,0.02,0.005,0.049,0.004,0.0006,0.002,0.0014,0.0044,0.0029,97.4069,0.003,0.38,0.17,9
0,0.06,0.26,1.72,0.003,0.01,0.03,0.17,0.14,0.036,0.02,0.005,0.049,0.004,0.0006,0.002,0.0014,0.0044,0.0029,97.4069,0.003,0.38,0.17,3
0,0.0679,0.2477,1.738,0.0016,0.0117,0.0466,0.1741,0.1254,0.0294,0.0199,0.0042,0.0506,0.0074,0.0005,0.00118,0.0014,0.0032,0.003,97.4454,0.007,0.39,0.18,1
0,0.0679,0.2477,1.738,0.0016,0.0117,0.0466,0.1741,0.1254,0.0294,0.0199,0.0042,0.0506,0.0074,0.0005,0.00118,0.0014,0.0032,0.003,97.4454,0.007,0.39,0.18,3
0,0.0668,0.247,1.7164,0.0023,0.0076,0.0554,0.1685,0.1778,0.0367,0.022,0.0022,0.0499,0.0044,0.0005,0.00164,0.0011,0.0095,0.0042,97.351,0.0035,0.39,0.18,8
0,0.0668,0.247,1.7164,0.0023,0.0076,0.0554,0.1685,0.1778,0.0367,0.022,0.0022,0.0499,0.0044,0.0005,0.00164,0.0011,0.0095,0.0042,97.351,0.0035,0.39,0.18,8
0,0.07,0.24,1.74,0.002,0.01,0.04,0.16,0.12,0.035,0.021,0.004,0.049,0.004,0.0005,0.002,0.0013,0.0029,0.0034,97.4344,0.006,0.39,0.18,10
0,0.07,0.24,1.74,0.002,0.01,0.04,0.16,0.12,0.035,0.021,0.004,0.049,0.004,0.0005,0.002,0.0013,0.0029,0.0034,97.4344,0.006,0.39,0.18,3
0,0.07,0.23,1.73,0.003,0.018,0.07,0.16,0.14,0.04,0.017,0.011,0.05,0.005,0.0005,0.002,0.0019,0.004,0.0023,97.4264,0.005,0.4,0.18,10
0,0.07,0.23,1.73,0.003,0.018,0.07,0.16,0.14,0.04,0.017,0.011,0.05,0.005,0.0005,0.002,0.0019,0.004,0.0023,97.4264,0.005,0.4,0.18,15
0,0.07,0.25,1.73,0.002,0.007,0.06,0.19,0.15,0.041,0.021,0.003,0.05,0.005,0.0005,0.002,0.0012,0.0036,0.0034,97.3409,0.005,0.39,0.18,3
0,0.07,0.25,1.73,0.002,0.007,0.06,0.19,0.15,0.041,0.021,0.003,0.05,0.005,0.0005,0.002,0.0012,0.0036,0.0034,97.3409,0.005,0.39,0.18,7
0,0.0651,0.2701,1.7267,0.0015,0.0096,0.0389,0.1799,0.1348,0.0313,0.0188,0.0051,0.0494,0.0046,0.0006,0.0022,0.0013,0.0039,0.0037,97.3823,0.004,0.39,0.18,1
