РВСВ_3,РВЛН_13,РВСН_3,РВЛВ_13,РВЛН_11
600.9324,1603.957,1202.999,776.9657,1000.882
600.9324,1604.965,1202.999,801.9153,1001.89
601.9405,1630.922,1203.881,802.9234,1026.966
597.9083,1643.901,1195.943,796.875,1046.875
594.8841,1635.963,1189.894,792.9688,1043.977
594.8841,1633.947,1189.894,791.9607,1042.969
594.8841,1633.947,1189.894,791.9607,1042.969
582.9133,1286.92,1165.953,630.9224,709.9294
582.9133,1287.928,1166.961,630.9224,709.9294
582.9133,1287.928,1166.961,630.9224,709.9294
583.9214,1288.937,1167.969,631.9304,710.9375
584.9294,1290.953,1169.985,632.9385,711.9456
584.9294,1291.961,1170.993,633.9466,711.9456
601.9405,1429.939,1203.881,701.9909,826.9909
601.9405,1429.939,1203.881,701.9909,826.9909
598.9163,1423.891,1198.967,698.9667,823.9667
608.9969,1370.968,1217.994,633.9466,757.9385
610.8871,1375.0,1221.9,635.9627,759.9547
598.9163,1423.891,1198.967,698.9667,823.9667
598.9163,1422.883,1197.959,698.9667,823.9667
598.9163,1422.883,1197.959,698.9667,823.9667
599.9244,1425.907,1200.983,699.9748,824.9748
600.9324,1427.923,1202.999,700.9828,825.9828
601.9405,1429.939,1203.881,701.9909,826.9909
601.9405,1430.948,1204.889,702.999,826.9909
605.9728,1439.894,1211.946,706.9052,829.8891
606.9808,1441.91,1213.962,707.9133,831.9052
605.9728,1439.894,1211.946,706.9052,830.8972
605.9728,1439.894,1211.946,706.9052,830.8972
604.9647,1438.886,1210.938,705.8972,829.8891
602.9486,1433.972,1206.905,703.881,827.999
594.8841,1636.971,1190.902,792.9688,1043.977
597.9083,1643.901,1195.943,796.875,1046.875
583.9214,1288.937,1167.969,631.9304,710.9375
601.9405,1429.939,1203.881,701.9909,826.9909
608.9969,1371.976,1218.876,634.9547,757.9385
608.9969,1371.976,1218.876,634.9547,757.9385
606.9808,1367.943,1214.97,632.9385,756.9304
608.9969,1371.976,1218.876,634.9547,757.9385
599.9244,1149.95,1199.975,574.9748,549.8992
600.9324,1176.915,1202.999,575.9828,575.9828
599.9244,1199.975,1199.975,549.8992,599.9244
600.9324,1202.999,1202.999,550.9072,600.9324
599.9244,1300.907,1200.983,574.9748,699.9748
601.9405,1303.931,1203.881,576.9909,700.9828
602.9486,1306.956,1205.897,577.999,701.9909
602.9486,1306.956,1206.905,577.999,702.999
599.9244,1300.907,1200.983,599.9244,699.9748
598.9163,1347.908,1197.959,623.9919,748.9919
599.9244,1349.924,1199.975,625.0,750.0
599.9244,1350.932,1200.983,625.0,750.0
599.9244,1350.932,1200.983,625.0,750.0
599.9244,1350.932,1200.983,625.0,750.0
600.9324,1352.949,1202.999,625.8821,750.8821
601.9405,1354.965,1203.881,626.8901,751.8901
601.9405,1329.889,1204.889,626.8901,726.9405
599.9244,1375.0,1199.975,599.9244,774.9496
600.9324,1327.999,1202.999,650.9576,725.9324
601.9405,1329.889,1203.881,651.9657,725.9324
599.9244,1349.924,1199.975,674.8992,750.0
599.9244,1349.924,1199.975,674.8992,750.0
598.9163,1348.916,1198.967,673.8911,748.9919
599.9244,1349.924,1199.975,674.8992,750.0
598.9163,1373.992,1198.967,673.8911,773.9415
598.9163,1373.992,1198.967,673.8911,773.9415
598.9163,1372.984,1197.959,673.8911,773.9415
598.9163,1373.992,1198.967,673.8911,773.9415
602.9486,1401.966,1205.897,687.878,796.875
603.9567,1405.998,1208.921,689.8942,798.8911
600.9324,1352.949,1202.999,625.8821,750.8821
599.9244,1356.981,1199.975,619.9597,756.9304
600.9324,1358.997,1201.991,628.9063,757.9385
599.9244,1350.932,1200.983,625.0,750.0
598.9163,1347.908,1197.959,623.9919,748.9919
599.9244,1349.924,1199.975,674.8992,750.0
601.9405,1329.889,1203.881,651.9657,725.9324
598.9163,1348.916,1198.967,673.8911,748.9919
598.9163,1373.992,1198.967,673.8911,773.9415
599.9244,1349.924,1199.975,625.0,750.0
599.9244,1300.907,1200.983,574.9748,699.9748
599.9244,1350.932,1200.983,625.0,750.0
600.9324,1351.941,1201.991,625.8821,750.8821
600.9324,1351.941,1201.991,625.8821,750.8821
0.0,1375.882,0.0,646.9254,671.875
0.0,1378.906,0.0,648.9415,672.8831
600.9324,1303.931,1202.999,651.9657,700.9828
602.9486,1305.948,1205.897,627.8982,701.9909
599.9244,1350.932,1200.983,625.0,750.0
602.9486,1356.981,1205.897,627.8982,752.8982
597.9083,1395.917,1195.943,697.9587,797.8831
597.9083,1395.917,1195.943,697.9587,797.8831
597.9083,1395.917,1195.943,697.9587,797.8831
597.9083,1369.96,1195.943,696.9506,772.9335
595.8922,1366.935,1192.918,695.9425,771.9254
595.8922,1365.927,1192.918,694.9344,770.9174
598.9163,1397.933,1197.959,698.9667,798.8911
598.9163,1407.888,1197.959,698.9667,808.9717
599.9244,1424.899,1199.975,674.8992,824.9748
599.9244,1424.899,1199.975,674.8992,824.9748
599.9244,1399.95,1199.975,684.9799,799.8992
599.9244,1399.95,1199.975,684.9799,799.8992
599.9244,1399.95,1199.975,684.9799,799.8992
599.9244,1400.958,1200.983,684.9799,799.8992
599.9244,1399.95,1199.975,684.9799,799.8992
0.0,1412.928,0.0,660.9123,716.9859
0.0,1423.891,0.0,666.9607,720.8922
0.0,1411.92,0.0,660.9123,716.9859
594.8841,1388.987,1190.902,679.9395,795.9929
594.8841,1388.987,1190.902,679.9395,795.9929
595.8922,1389.995,1191.91,679.9395,795.9929
594.8841,1388.987,1190.902,679.9395,795.9929
594.8841,1388.987,1190.902,679.9395,795.9929
557.9637,1268.901,1115.927,639.9949,747.9839
557.9637,1268.901,1115.927,639.9949,747.9839
557.9637,1270.917,1116.935,639.9949,747.9839
558.9717,1271.925,1117.943,640.877,748.9919
594.8841,1388.987,1190.902,679.9395,795.9929
556.9556,1268.901,1114.919,638.9869,746.9758
555.9476,1265.877,1112.903,637.9788,745.9677
557.9637,1269.909,1116.935,639.9949,747.9839
557.9637,1269.909,1116.935,639.9949,747.9839
557.9637,1270.917,1116.935,639.9949,747.9839
558.9717,1271.925,1117.943,640.877,748.9919
558.9717,1271.925,1117.943,640.877,748.9919
558.9717,1272.933,1118.952,640.877,748.9919
607.9889,1379.914,1216.986,699.9748,766.8851
616.9355,1399.95,1233.997,709.9294,774.9496
597.9083,1396.925,1196.951,697.9587,797.8831
597.9083,1396.925,1196.951,697.9587,797.8831
598.9163,1397.933,1197.959,698.9667,798.8911
595.8922,1365.927,1192.918,694.9344,770.9174
559.9799,1275.958,1120.968,642.8931,750.0
560.9879,1276.966,1121.976,642.8931,750.8821
0.0,1371.976,0.0,635.9627,669.9849
0.0,1371.976,0.0,635.9627,669.9849
0.0,1248.992,0.0,558.9717,548.8911
0.0,1248.992,0.0,558.9717,548.8911
0.0,1281.88,0.0,509.9546,579.8891
0.0,1281.88,0.0,509.9546,579.8891
0.0,1281.88,0.0,509.9546,579.8891
0.0,1301.915,0.0,489.9193,599.9244
0.0,1301.915,0.0,489.9193,599.9244
0.0,1301.915,0.0,489.9193,599.9244
559.9799,1275.958,1120.968,642.8931,750.0
559.9799,1275.958,1120.968,642.8931,750.0
560.9879,1276.966,1121.976,642.8931,750.8821
560.9879,1276.966,1121.976,642.8931,750.8821
559.9799,1273.942,1119.96,641.8851,750.0
559.9799,1273.942,1119.96,641.8851,750.0
599.9244,1400.958,1200.983,649.9496,799.8992
500.882,1102.949,1001.89,550.9072,500.882
0.0,1412.928,0.0,660.9123,716.9859
559.9799,1325.983,1119.96,697.9587,800.9072
559.9799,1325.983,1119.96,697.9587,800.9072
548.8911,1308.972,1098.916,688.8861,798.8911
548.8911,1307.964,1097.908,688.8861,798.8911
0.0,1266.885,0.0,473.9163,568.9264
561.996,1321.951,1125.0,696.9506,792.9688
562.878,1322.959,1125.882,696.9506,793.9768
562.878,1324.975,1126.89,697.9587,793.9768
562.878,1323.967,1126.89,697.9587,793.9768
562.878,1323.967,1126.89,697.9587,793.9768
563.8861,1325.983,1127.898,698.9667,794.9849
562.878,1323.967,1126.89,697.9587,793.9768
562.878,1324.975,1126.89,697.9587,793.9768
562.878,1324.975,1126.89,697.9587,793.9768
563.8861,1325.983,1127.898,698.9667,794.9849
0.0,1278.982,0.0,477.9486,572.9587
0.0,1277.974,0.0,477.9486,572.9587
561.996,1321.951,1125.0,695.9425,792.9688
561.996,1320.943,1123.992,695.9425,791.9607
561.996,1321.951,1125.0,695.9425,792.9688
561.996,1321.951,1125.0,695.9425,792.9688
550.9072,1323.967,1102.949,696.9506,810.9879
551.9153,1325.983,1103.957,697.9587,811.996
551.9153,1325.983,1103.957,697.9587,811.996
552.9234,1328.881,1106.981,693.9264,813.8861
552.9234,1327.999,1105.973,708.9214,812.878
552.9234,1329.889,1106.981,694.9344,813.8861
554.9395,1334.929,1110.887,697.9587,815.9022
554.9395,1334.929,1110.887,697.9587,815.9022
556.9556,1338.962,1113.911,698.9667,817.9183
556.9556,1338.962,1114.919,699.9748,817.9183
550.9072,1323.967,1102.949,696.9506,810.9879
551.9153,1325.983,1103.957,697.9587,811.996
551.9153,1325.983,1103.957,697.9587,811.996
551.9153,1325.983,1103.957,697.9587,811.996
552.9234,1329.889,1106.981,694.9344,813.8861
552.9234,1329.889,1106.981,694.9344,813.8861
551.9153,1326.991,1104.965,693.9264,812.878
551.9153,1325.983,1104.965,692.9183,811.996
561.996,1321.951,1125.0,696.9506,792.9688
549.8992,1370.968,1100.932,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1269.909,1099.924,639.9949,759.9547
549.8992,1269.909,1099.924,639.9949,759.9547
548.8911,1198.967,1098.916,598.9163,688.8861
548.8911,1198.967,1098.916,598.9163,688.8861
548.8911,1198.967,1098.916,598.9163,688.8861
549.8992,1199.975,1099.924,599.9244,689.8942
554.5615,0.0,1026.084,0.0,0.0
549.8992,1200.983,1100.932,599.9244,689.8942
549.8992,1200.983,1100.932,599.9244,689.8942
549.8992,1200.983,1100.932,599.9244,689.8942
549.8992,1200.983,1100.932,599.9244,689.8942
549.8992,1200.983,1100.932,599.9244,689.8942
549.8992,1370.968,1100.932,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
592.994,1441.91,1185.988,705.8972,852.9486
613.9113,1434.98,1228.957,696.9506,813.8861
594.8841,1388.987,1190.902,679.9395,795.9929
561.996,1321.951,1125.0,695.9425,792.9688
561.996,1321.951,1125.0,695.9425,792.9688
547.8831,1470.892,1096.9,722.9083,962.9536
548.8911,1470.892,1097.908,747.9839,962.9536
0.0,1496.976,0.0,723.9163,798.8911
549.8992,1551.915,1100.932,750.8821,1039.945
0.0,1451.991,0.0,700.9828,750.8821
549.8992,1551.915,1100.932,750.8821,1039.945
551.9153,1531.88,1103.957,727.9486,1017.893
551.9153,1505.922,1103.957,702.999,992.9435
614.9194,1435.988,1229.965,696.9506,813.8861
550.9072,1303.931,1102.949,601.9405,791.9607
550.9072,1303.931,1102.949,601.9405,791.9607
551.9153,1254.914,1103.957,571.9506,741.9355
553.9315,1411.92,1108.997,649.9496,894.9092
553.9315,1370.968,1107.989,629.9143,853.9567
554.9395,1372.984,1109.879,630.9224,855.9728
549.8992,1359.879,1099.924,625.0,849.9244
549.8992,1361.895,1100.932,625.8821,850.9324
614.9194,1435.988,1229.965,696.9506,813.8861
611.8951,1430.948,1224.924,694.9344,811.996
611.8951,1430.948,1224.924,694.9344,811.996
614.9194,1435.988,1229.965,696.9506,813.8861
612.9032,1432.964,1226.941,695.9425,812.878
557.9637,1269.909,1116.935,639.9949,747.9839
557.9637,1269.909,1116.935,639.9949,747.9839
0.0,1281.88,0.0,509.9546,579.8891
551.9153,1325.983,1103.957,697.9587,811.996
550.9072,1373.992,1102.949,625.8821,860.8871
594.8841,1388.987,1190.902,679.9395,795.9929
549.8992,1369.96,1099.924,689.8942,859.879
549.8992,1369.96,1099.924,689.8942,859.879
551.9153,1375.882,1103.957,626.8901,861.8951
551.9153,1375.882,1103.957,626.8901,861.8951
551.9153,1405.998,1103.957,601.9405,891.8851
551.9153,1405.998,1103.957,601.9405,891.8851
551.9153,1406.88,1104.965,602.9486,892.8931
551.9153,1406.88,1104.965,602.9486,892.8931
549.8992,1401.966,1100.932,600.9324,890.877
551.9153,1405.998,1103.957,601.9405,891.8851
549.8992,1401.966,1100.932,600.9324,890.877
549.8992,1401.966,1100.932,600.9324,890.877
549.8992,1400.958,1100.932,599.9244,889.9949
551.9153,1395.917,1103.957,601.9405,881.9304
551.9153,1395.917,1103.957,601.9405,881.9304
551.9153,1395.917,1103.957,601.9405,881.9304
548.8911,1388.987,1098.916,598.9163,878.9063
551.9153,1396.925,1104.965,602.9486,882.9385
551.9153,1305.948,1104.965,602.9486,791.9607
549.8992,1389.995,1099.924,599.9244,879.9143
549.8992,1384.955,1099.924,599.9244,875.0
551.9153,1304.939,1103.957,601.9405,791.9607
550.9072,1302.923,1101.941,600.9324,790.9526
548.8911,1416.961,1097.908,597.9083,907.8881
548.8911,1416.961,1097.908,597.9083,907.8881
550.9072,1302.923,1101.941,600.9324,790.9526
547.8831,1413.937,1095.892,596.9002,906.88
547.8831,1413.937,1095.892,596.9002,906.88
547.8831,1413.937,1095.892,596.9002,906.88
548.8911,1418.977,1098.916,598.9163,908.8962
548.8911,1418.977,1098.916,598.9163,908.8962
547.8831,1415.953,1096.9,607.9889,907.8881
547.8831,1384.955,1095.892,701.9909,877.8982
547.8831,1383.947,1095.892,701.9909,876.8901
546.875,1381.93,1093.876,690.9022,875.8821
546.875,1382.938,1094.884,690.9022,876.8901
547.8831,1383.947,1095.892,691.9103,876.8901
547.8831,1384.955,1095.892,691.9103,877.8982
547.8831,1384.955,1095.892,691.9103,877.8982
547.8831,1384.955,1095.892,691.9103,877.8982
543.9768,1375.0,1088.962,686.996,872.9839
551.9153,1366.935,1104.965,697.9587,852.9486
553.9315,1382.938,1108.997,680.9476,864.9194
552.9234,1387.979,1105.973,627.8982,872.9839
560.9879,1277.974,1122.984,643.9012,750.8821
559.9799,1305.948,1120.968,657.8881,780.998
594.8841,1388.987,1190.902,679.9395,795.9929
547.8831,1413.937,1095.892,596.9002,906.88
551.9153,1405.998,1103.957,601.9405,891.8851
551.9153,1405.998,1103.957,601.9405,891.8851
594.8841,1388.987,1190.902,679.9395,795.9929
594.8841,1388.987,1190.902,679.9395,795.9929
594.8841,1388.987,1190.902,679.9395,795.9929
0.0,1379.914,0.0,648.9415,672.8831
0.0,1377.898,0.0,648.9415,672.8831
0.0,1423.891,0.0,666.9607,720.8922
0.0,1376.89,0.0,647.9335,671.875
600.9324,1327.999,1202.999,600.9324,725.9324
600.9324,1327.999,1202.999,600.9324,725.9324
599.9244,1299.899,1199.975,574.9748,699.9748
601.9405,1303.931,1203.881,576.9909,700.9828
599.9244,1349.924,1199.975,625.0,750.0
602.9486,1381.93,1205.897,627.8982,776.9657
599.9244,1349.924,1199.975,625.0,750.0
0.0,1414.945,0.0,661.9203,717.994
0.0,1379.914,0.0,648.9415,672.8831
490.9274,1154.99,982.9889,515.877,566.9103
490.9274,1154.99,982.9889,515.877,566.9103
588.9617,1348.916,1177.923,636.9708,763.9869
588.9617,1348.916,1177.923,636.9708,763.9869
599.9244,1399.95,1199.975,649.9496,799.8992
599.9244,1400.958,1200.983,649.9496,799.8992
0.0,1379.914,0.0,648.9415,672.8831
0.0,1412.928,0.0,660.9123,716.9859
0.0,1413.937,0.0,661.9203,717.994
500.0,1201.991,1000.882,549.8992,599.9244
500.0,1201.991,1000.882,549.8992,599.9244
500.882,1126.89,1001.89,550.9072,524.9496
500.882,1126.89,1001.89,550.9072,524.9496
606.9808,1314.894,1213.962,606.9808,755.9224
605.9728,1313.886,1212.954,605.9728,755.9224
606.9808,1314.894,1213.962,606.9808,755.9224
610.8871,1324.975,1222.908,610.8871,759.9547
612.9032,1328.881,1225.932,663.9365,760.9627
611.8951,1326.991,1224.924,611.8951,760.9627
612.9032,1432.964,1226.941,664.9446,812.878
0.0,1433.972,0.0,664.9446,812.878
0.0,1433.972,0.0,695.9425,812.878
0.0,1434.98,0.0,696.9506,813.8861
614.9194,1435.988,1229.965,696.9506,813.8861
614.9194,1435.988,1229.965,696.9506,813.8861
614.9194,1435.988,1229.965,696.9506,813.8861
611.8951,1430.948,1224.924,694.9344,811.996
612.9032,1431.956,1225.932,694.9344,811.996
613.9113,1434.98,1228.957,696.9506,813.8861
500.882,1102.949,1001.89,550.9072,500.882
500.882,1102.949,1001.89,550.9072,500.882
599.9244,1400.958,1200.983,649.9496,799.8992
599.9244,1400.958,1200.983,649.9496,799.8992
599.9244,1399.95,1199.975,649.9496,799.8992
599.9244,1399.95,1199.975,649.9496,799.8992
599.9244,1375.882,1200.983,649.9496,774.9496
599.9244,1375.882,1200.983,649.9496,774.9496
613.9113,1434.98,1228.957,696.9506,813.8861
613.9113,1433.972,1227.949,695.9425,812.878
611.8951,1430.948,1224.924,694.9344,811.996
611.8951,1428.931,1223.916,693.9264,810.9879
612.9032,1431.956,1225.932,694.9344,811.996
600.9324,1402.974,1202.999,690.9022,800.9072
600.9324,1403.982,1202.999,691.9103,800.9072
601.9405,1464.97,1203.881,716.9859,861.8951
600.9324,1463.962,1202.999,716.9859,860.8871
600.9324,1463.962,1202.999,716.9859,860.8871
600.9324,1462.954,1202.999,715.9778,860.8871
592.994,1442.918,1186.996,705.8972,852.9486
591.9859,1439.894,1183.972,704.8891,851.9405
591.9859,1439.894,1183.972,704.8891,851.9405
591.9859,1439.894,1183.972,704.8891,851.9405
591.9859,1439.894,1183.972,704.8891,851.9405
592.994,1441.91,1185.988,705.8972,852.9486
592.994,1443.926,1186.996,706.9052,852.9486
593.876,1444.934,1187.878,706.9052,853.9567
594.8841,1447.959,1189.894,708.9214,854.9647
594.8841,1448.967,1190.902,708.9214,854.9647
593.876,1444.934,1187.878,706.9052,853.9567
593.876,1445.943,1188.886,707.9133,853.9567
614.9194,1435.988,1229.965,696.9506,813.8861
613.9113,1434.98,1228.957,696.9506,813.8861
611.8951,1430.948,1224.924,694.9344,811.996
599.9244,1199.975,1199.975,599.9244,599.9244
599.9244,1224.924,1199.975,599.9244,625.0
601.9405,1203.881,1203.881,601.9405,600.9324
601.9405,1229.965,1204.889,601.9405,625.8821
599.9244,1274.95,1199.975,574.9748,674.8992
598.9163,1397.933,1197.959,698.9667,798.8911
599.9244,1409.904,1199.975,724.9244,809.9799
599.9244,1410.912,1200.983,724.9244,809.9799
600.9324,1411.92,1201.991,725.9324,810.9879
602.9486,1416.961,1205.897,727.9486,811.996
602.9486,1417.969,1205.897,728.9567,812.878
500.0,1201.991,1000.882,549.8992,599.9244
603.9567,1420.993,1208.921,729.9647,813.8861
603.9567,1421.875,1208.921,730.9728,813.8861
605.9728,1425.907,1211.946,732.9889,815.9022
605.9728,1425.907,1211.946,732.9889,815.9022
606.9808,1428.931,1214.97,734.879,816.9103
600.9324,1202.999,1202.999,600.9324,600.9324
600.9324,1201.991,1201.991,600.9324,599.9244
599.9244,1200.983,1200.983,599.9244,599.9244
608.9969,1431.956,1217.994,735.8871,817.9183
608.9969,1431.956,1217.994,735.8871,817.9183
608.9969,1433.972,1218.876,736.8951,818.9264
608.9969,1433.972,1218.876,736.8951,818.9264
599.9244,1199.975,1199.975,599.9244,599.9244
597.9083,1371.976,1196.951,597.9083,772.9335
597.9083,1371.976,1196.951,597.9083,772.9335
603.9567,1369.96,1208.921,694.9344,763.9869
603.9567,1370.968,1208.921,694.9344,763.9869
607.9889,1378.906,1215.978,698.9667,766.8851
607.9889,1379.914,1216.986,699.9748,766.8851
608.9969,1380.922,1217.994,699.9748,767.8931
609.879,1383.947,1219.884,701.9909,768.9012
608.9969,1382.938,1218.876,700.9828,767.8931
607.9889,1379.914,1216.986,699.9748,766.8851
614.9194,1395.917,1229.965,707.9133,773.9415
614.9194,1395.917,1229.965,707.9133,773.9415
614.9194,1396.925,1230.973,708.9214,773.9415
615.9274,1397.933,1231.981,708.9214,773.9415
616.9355,1399.95,1233.997,709.9294,774.9496
615.9274,1398.942,1232.989,708.9214,774.9496
612.9032,1392.893,1226.941,705.8972,771.9254
613.9113,1393.901,1228.957,706.9052,772.9335
614.9194,1394.909,1229.965,707.9133,772.9335
614.9194,1395.917,1229.965,707.9133,773.9415
597.9083,1396.925,1196.951,697.9587,797.8831
597.9083,1396.925,1196.951,697.9587,797.8831
597.9083,1396.925,1196.951,697.9587,797.8831
