РВСВ_3,РВЛН_13,РВСН_3,РВЛВ_13,РВЛН_11
604.9647,1359.879,1209.929,502.8982,753.9063
597.9083,1421.875,1196.951,672.8831,822.9587
597.9083,1421.875,1196.951,672.8831,822.9587
597.9083,1421.875,1196.951,672.8831,822.9587
597.9083,1420.993,1195.943,672.8831,822.9587
597.9083,1420.993,1195.943,672.8831,822.9587
597.9083,1420.993,1195.943,672.8831,822.9587
598.9163,1423.891,1198.967,673.8911,823.9667
598.9163,1422.883,1197.959,673.8911,823.9667
598.9163,1422.883,1197.959,673.8911,823.9667
597.9083,1420.993,1195.943,672.8831,822.9587
606.9808,1314.894,1213.962,626.8901,704.8891
606.9808,1314.894,1213.962,646.9254,704.8891
599.9244,1349.924,1199.975,500.0,750.0
599.9244,1349.924,1199.975,500.0,750.0
605.9728,1413.937,1211.946,605.9728,804.9395
605.9728,1413.937,1211.946,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
606.9808,1416.961,1214.97,606.9808,806.9556
606.9808,1417.969,1214.97,606.9808,806.9556
600.9324,1402.974,1202.999,575.9828,800.9072
600.9324,1402.974,1202.999,575.9828,800.9072
599.9244,1425.907,1200.983,549.8992,824.9748
599.9244,1425.907,1200.983,549.8992,824.9748
599.9244,1424.899,1199.975,549.8992,824.9748
598.9163,1448.967,1198.967,548.8911,848.9163
597.9083,1420.993,1195.943,672.8831,822.9587
597.9083,1445.943,1195.943,547.8831,847.9083
597.9083,1445.943,1195.943,547.8831,847.9083
594.8841,1459.929,1190.902,555.9476,864.9194
594.8841,1459.929,1190.902,555.9476,864.9194
605.9728,1414.945,1212.954,605.9728,805.9476
585.9375,1437.878,1172.883,547.8831,855.9728
586.9456,1438.886,1173.891,547.8831,855.9728
586.9456,1438.886,1173.891,547.8831,855.9728
586.9456,1439.894,1174.899,547.8831,856.9808
587.9536,1441.91,1175.907,548.8911,856.9808
587.9536,1441.91,1175.907,548.8911,856.9808
589.9697,1446.951,1180.948,550.9072,859.879
598.9163,1398.942,1198.967,598.9163,798.8911
598.9163,1297.883,1197.959,598.9163,698.9667
598.9163,1297.883,1197.959,598.9163,698.9667
598.9163,1273.942,1198.967,573.9667,673.8911
599.9244,1274.95,1199.975,574.9748,674.8992
599.9244,1349.924,1199.975,574.9748,750.0
599.9244,1349.924,1199.975,574.9748,750.0
600.9324,1352.949,1202.999,575.9828,750.8821
600.9324,1352.949,1202.999,575.9828,750.8821
597.9083,1320.943,1195.943,572.9587,722.9083
597.9083,1320.943,1195.943,572.9587,722.9083
595.8922,1341.986,1191.91,496.9758,745.9677
595.8922,1341.986,1191.91,496.9758,745.9677
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
605.9728,1414.945,1212.954,605.9728,805.9476
587.9536,1441.91,1175.907,548.8911,856.9808
600.9324,1372.984,1202.999,580.8972,770.9174
600.9324,1372.984,1202.999,580.8972,770.9174
599.9244,1274.95,1199.975,574.9748,674.8992
597.9083,1366.935,1196.951,577.999,767.8931
598.9163,1367.943,1197.959,578.881,768.9012
599.9244,1370.968,1200.983,579.8891,769.9092
600.9324,1371.976,1201.991,580.8972,770.9174
594.8841,1340.978,1190.902,525.9576,745.9677
594.8841,1340.978,1190.902,525.9576,745.9677
605.9728,1384.955,1212.954,585.9375,775.9576
606.9808,1385.963,1213.962,585.9375,775.9576
606.9808,1385.963,1213.962,585.9375,775.9576
606.9808,1385.963,1213.962,585.9375,775.9576
606.9808,1385.963,1214.97,586.9456,775.9576
606.9808,1385.963,1214.97,586.9456,775.9576
607.9889,1387.979,1215.978,586.9456,776.9657
606.9808,1386.971,1214.97,586.9456,776.9657
608.9969,1390.877,1217.994,587.9536,777.9738
608.9969,1391.885,1218.876,588.9617,778.9819
606.9808,1385.963,1213.962,585.9375,775.9576
595.8922,1341.986,1192.918,526.9657,745.9677
595.8922,1341.986,1191.91,525.9576,745.9677
590.9778,1281.88,1182.964,546.875,761.9708
590.9778,1281.88,1182.964,546.875,761.9708
592.994,1286.92,1186.996,548.8911,763.9869
594.8841,1288.937,1189.894,549.8992,764.9949
594.8841,1288.937,1189.894,549.8992,764.9949
594.8841,1289.945,1189.894,549.8992,764.9949
599.9244,1299.899,1199.975,554.9395,769.9092
599.9244,1300.907,1200.983,554.9395,769.9092
597.9083,1296.875,1196.951,552.9234,767.8931
597.9083,1295.993,1195.943,552.9234,767.8931
595.8922,1292.969,1192.918,551.9153,766.8851
595.8922,1291.961,1192.918,550.9072,765.877
587.9536,1275.958,1176.915,548.8911,689.8942
588.9617,1276.966,1177.923,549.8992,689.8942
585.9375,1319.934,1172.883,585.9375,747.9839
586.9456,1320.943,1174.899,586.9456,747.9839
587.9536,1322.959,1175.907,587.9536,748.9919
588.9617,1326.991,1178.931,588.9617,750.0
592.994,1335.938,1186.996,592.994,753.9063
593.876,1337.954,1188.886,593.876,754.9143
596.9002,1363.911,1194.934,606.9808,776.9657
596.9002,1362.903,1193.926,606.9808,776.9657
594.8841,1288.937,1189.894,549.8992,764.9949
592.994,1286.92,1186.996,548.8911,763.9869
601.9405,1303.931,1203.881,561.996,700.9828
600.9324,1302.923,1202.999,560.9879,700.9828
600.9324,1302.923,1202.999,560.9879,700.9828
601.9405,1303.931,1203.881,561.996,700.9828
602.9486,1306.956,1205.897,562.878,701.9909
602.9486,1306.956,1206.905,562.878,702.999
597.9083,1364.919,1195.943,597.9083,777.9738
597.9083,1364.919,1195.943,597.9083,777.9738
595.8922,1360.887,1191.91,595.8922,775.9576
595.8922,1360.887,1191.91,595.8922,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1358.997,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
593.876,1356.981,1188.886,593.876,774.9496
593.876,1356.981,1188.886,593.876,774.9496
591.9859,1350.932,1183.972,591.9859,771.9254
591.9859,1350.932,1183.972,591.9859,771.9254
595.8922,1291.961,1192.918,555.9476,696.9506
595.8922,1291.961,1192.918,555.9476,696.9506
590.9778,1350.932,1182.964,590.9778,771.9254
590.9778,1349.924,1181.956,590.9778,770.9174
591.9859,1352.949,1184.98,591.9859,772.9335
592.994,1353.957,1185.988,592.994,772.9335
600.9324,1302.923,1202.999,560.9879,700.9828
600.9324,1302.923,1202.999,560.9879,700.9828
577.999,1225.932,1155.998,539.9446,661.9203
577.999,1225.932,1155.998,539.9446,661.9203
583.9214,1286.92,1168.977,564.8942,715.9778
585.9375,1289.945,1171.875,566.9103,717.994
592.994,1304.939,1185.988,572.9587,723.9163
593.876,1306.956,1187.878,573.9667,724.9244
598.9163,1318.926,1198.967,578.881,728.9567
599.9244,1319.934,1199.975,579.8891,729.9647
596.9002,1373.992,1193.926,576.9909,786.9203
596.9002,1373.992,1193.926,576.9909,786.9203
594.8841,1369.96,1190.902,575.9828,785.9123
594.8841,1369.96,1190.902,575.9828,785.9123
595.8922,1370.968,1191.91,575.9828,785.9123
595.8922,1370.968,1191.91,575.9828,785.9123
593.876,1367.943,1188.886,573.9667,784.9042
593.876,1366.935,1187.878,573.9667,783.8962
597.9083,1295.993,1195.943,527.9738,697.9587
597.9083,1295.993,1195.943,527.9738,697.9587
593.876,1367.943,1188.886,554.9395,784.9042
598.9163,1297.883,1197.959,528.9819,698.9667
598.9163,1297.883,1197.959,528.9819,698.9667
593.876,1367.943,1188.886,554.9395,784.9042
594.8841,1368.952,1189.894,554.9395,784.9042
594.8841,1368.952,1189.894,554.9395,784.9042
597.9083,1295.993,1195.943,527.9738,697.9587
597.9083,1295.993,1195.943,527.9738,697.9587
596.9002,1294.985,1194.934,527.9738,697.9587
596.9002,1293.977,1193.926,526.9657,696.9506
596.9002,1293.977,1193.926,526.9657,696.9506
595.8922,1292.969,1192.918,526.9657,696.9506
596.9002,1293.977,1193.926,526.9657,696.9506
596.9002,1294.985,1194.934,527.9738,697.9587
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
596.9002,1293.977,1193.926,526.9657,696.9506
597.9083,1295.993,1195.943,527.9738,697.9587
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1284.904,1184.98,523.9415,693.9264
591.9859,1284.904,1184.98,523.9415,693.9264
592.994,1286.92,1186.996,523.9415,693.9264
592.994,1286.92,1186.996,523.9415,693.9264
592.994,1286.92,1186.996,524.9496,693.9264
592.994,1286.92,1186.996,524.9496,693.9264
593.876,1287.928,1187.878,524.9496,694.9344
593.876,1288.937,1188.886,524.9496,694.9344
593.876,1288.937,1188.886,524.9496,694.9344
594.8841,1289.945,1189.894,524.9496,694.9344
595.8922,1291.961,1191.91,525.9576,695.9425
595.8922,1292.969,1192.918,526.9657,696.9506
595.8922,1292.969,1192.918,526.9657,696.9506
594.8841,1368.952,1189.894,554.9395,784.9042
594.8841,1368.952,1189.894,554.9395,784.9042
598.9163,1297.883,1197.959,528.9819,698.9667
598.9163,1297.883,1197.959,528.9819,698.9667
598.9163,1297.883,1197.959,528.9819,698.9667
598.9163,1297.883,1197.959,528.9819,698.9667
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
593.876,1287.928,1187.878,553.9315,694.9344
593.876,1258.947,1188.886,554.9395,664.9446
599.9244,1269.909,1199.975,559.9799,669.9849
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
598.9163,1298.891,1198.967,558.9717,698.9667
598.9163,1298.891,1198.967,558.9717,698.9667
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1300.907,1200.983,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
599.9244,1299.899,1199.975,559.9799,699.9748
598.9163,1297.883,1197.959,558.9717,698.9667
597.9083,1296.875,1196.951,557.9637,698.9667
594.8841,1308.972,1189.894,554.9395,714.9697
594.8841,1357.989,1189.894,574.9748,764.9949
592.994,1237.903,1186.996,533.8962,644.9092
592.994,1236.895,1186.996,533.8962,644.9092
594.8841,1240.927,1189.894,535.9123,645.9174
594.8841,1200.983,1189.894,515.877,605.9728
591.9859,1303.931,1183.972,552.9234,712.9536
591.9859,1303.931,1183.972,552.9234,712.9536
592.994,1306.956,1186.996,553.9315,713.9617
593.876,1307.964,1188.886,554.9395,714.9697
599.9244,1209.929,1199.975,519.9092,609.879
598.9163,1208.921,1198.967,518.9012,608.9969
594.8841,1310.988,1190.902,555.9476,715.9778
595.8922,1311.996,1191.91,555.9476,715.9778
599.9244,1209.929,1199.975,519.9092,609.879
599.9244,1209.929,1199.975,519.9092,609.879
599.9244,1209.929,1199.975,519.9092,609.879
598.9163,1208.921,1198.967,518.9012,608.9969
598.9163,1208.921,1198.967,518.9012,608.9969
598.9163,1208.921,1198.967,518.9012,608.9969
598.9163,1208.921,1198.967,518.9012,608.9969
598.9163,1208.921,1198.967,518.9012,608.9969
0.0,1201.991,0.0,510.9627,506.9305
0.0,1201.991,0.0,510.9627,506.9305
590.9778,1300.907,1181.956,551.9153,711.9456
590.9778,1300.907,1181.956,551.9153,711.9456
0.0,1242.943,0.0,466.9859,576.9909
0.0,1240.927,0.0,465.9778,575.9828
596.9002,1293.977,1193.926,526.9657,696.9506
597.9083,1225.932,1195.943,507.9385,627.8982
597.9083,1226.941,1195.943,507.9385,627.8982
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
598.9163,1247.984,1197.959,518.9012,648.9415
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
599.9244,1250.0,1199.975,519.9092,649.9496
596.9002,1244.96,1194.934,517.8931,647.9335
599.9244,1125.0,1199.975,519.9092,524.9496
599.9244,1125.882,1200.983,519.9092,524.9496
601.9405,1178.931,1203.881,500.882,575.9828
599.9244,1199.975,1199.975,500.0,599.9244
600.9324,1302.923,1202.999,500.882,700.9828
600.9324,1302.923,1202.999,500.882,700.9828
0.0,1315.902,0.0,347.9083,647.9335
0.0,1315.902,0.0,347.9083,647.9335
0.0,1423.891,0.0,347.9083,646.9254
0.0,1423.891,0.0,347.9083,646.9254
0.0,1441.91,0.0,436.996,646.9254
0.0,1441.91,0.0,436.996,646.9254
599.9244,1299.899,1199.975,500.0,699.9748
599.9244,1299.899,1199.975,500.0,699.9748
598.9163,1297.883,1197.959,498.9919,698.9667
599.9244,1300.907,1200.983,500.0,699.9748
600.9324,1301.915,1201.991,500.0,699.9748
599.9244,1299.899,1199.975,500.0,699.9748
594.8841,1290.953,1189.894,495.9677,695.9425
594.8841,1290.953,1189.894,495.9677,695.9425
594.8841,1290.953,1189.894,495.9677,695.9425
0.0,1497.984,0.0,548.8911,698.9667
0.0,1498.992,0.0,523.9415,698.9667
0.0,1554.939,0.0,475.9325,751.8901
0.0,1556.956,0.0,476.9405,752.8982
0.0,1577.999,0.0,500.882,775.9576
0.0,1604.965,0.0,500.882,801.9153
0.0,1627.898,0.0,525.9576,825.9828
0.0,1629.914,0.0,525.9576,826.9909
0.0,1523.942,0.0,548.8911,723.9163
0.0,1523.942,0.0,548.8911,723.9163
0.0,1519.909,0.0,547.8831,722.9083
0.0,1519.909,0.0,547.8831,722.9083
0.0,1513.987,0.0,545.9929,720.8922
0.0,1513.987,0.0,545.9929,720.8922
0.0,1514.995,0.0,545.9929,720.8922
0.0,1514.995,0.0,545.9929,720.8922
0.0,1508.947,0.0,543.9768,718.876
0.0,1508.947,0.0,543.9768,718.876
0.0,1508.947,0.0,543.9768,718.876
0.0,1511.971,0.0,544.9849,719.8841
0.0,1512.979,0.0,544.9849,719.8841
0.0,1511.971,0.0,544.9849,719.8841
0.0,1508.947,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1510.963,0.0,544.9849,719.8841
0.0,1509.955,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1509.955,0.0,543.9768,718.876
0.0,1516.885,0.0,532.8881,727.9486
0.0,1517.893,0.0,533.8962,728.9567
0.0,1518.901,0.0,533.8962,728.9567
0.0,1521.925,0.0,534.9042,729.9647
0.0,1477.949,0.0,393.9012,690.9022
0.0,1478.957,0.0,393.9012,691.9103
0.0,1479.965,0.0,393.9012,691.9103
0.0,1479.965,0.0,393.9012,691.9103
0.0,1480.973,0.0,393.9012,691.9103
0.0,1480.973,0.0,393.9012,691.9103
599.9244,1299.899,1199.975,500.0,699.9748
599.9244,1300.907,1200.983,500.0,699.9748
606.9808,1334.929,1214.97,514.9949,725.9324
606.9808,1334.929,1214.97,515.877,725.9324
607.9889,1336.946,1216.986,515.877,726.9405
605.9728,1331.905,1211.946,513.9869,724.9244
595.8922,1312.878,1192.918,506.9305,716.9859
594.8841,1309.98,1189.894,505.9224,715.9778
594.8841,1309.98,1189.894,505.9224,714.9697
593.876,1308.972,1188.886,504.9143,714.9697
591.9859,1304.939,1184.98,503.9063,712.9536
591.9859,1304.939,1184.98,503.9063,712.9536
591.9859,1303.931,1183.972,503.9063,712.9536
591.9859,1303.931,1183.972,503.9063,712.9536
600.9324,1327.999,1202.999,525.9576,725.9324
600.9324,1352.949,1202.999,525.9576,750.8821
0.0,967.994,0.0,398.9415,498.9919
0.0,987.9032,0.0,418.9768,518.9012
591.9859,1282.888,1183.972,522.9335,692.9183
595.8922,1292.969,1192.918,526.9657,696.9506
592.994,1286.92,1186.996,524.9496,693.9264
592.994,1286.92,1186.996,524.9496,693.9264
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
591.9859,1282.888,1183.972,522.9335,692.9183
591.9859,1283.896,1183.972,522.9335,692.9183
593.876,1356.981,1188.886,593.876,774.9496
594.8841,1359.879,1190.902,594.8841,775.9576
594.8841,1357.989,1189.894,594.8841,774.9496
594.8841,1357.989,1189.894,594.8841,774.9496
0.0,1509.955,0.0,543.9768,718.876
593.876,1308.972,1188.886,504.9143,714.9697
0.0,1508.947,0.0,543.9768,718.876
598.9163,1208.921,1198.967,518.9012,608.9969
614.9194,1380.922,1229.965,536.9203,762.9788
614.9194,1380.922,1229.965,536.9203,762.9788
617.9435,1387.979,1236.895,533.8962,765.877
617.9435,1386.971,1235.887,533.8962,765.877
612.9032,1388.987,1226.941,530.998,761.9708
613.9113,1389.995,1227.949,530.998,761.9708
598.9163,1472.908,1197.959,548.8911,863.9113
598.9163,1472.908,1197.959,548.8911,863.9113
515.877,0.0,954.3851,0.0,0.0
515.877,0.0,954.3851,0.0,0.0
596.9002,1467.994,1193.926,546.875,861.8951
599.9244,1424.899,1199.975,625.0,814.8942
599.9244,1424.899,1199.975,599.9244,814.8942
599.9244,1424.899,1199.975,599.9244,814.8942
0.0,1509.955,0.0,543.9768,718.876
591.9859,1284.904,1184.98,523.9415,693.9264
591.9859,1284.904,1184.98,523.9415,693.9264
0.0,1509.955,0.0,543.9768,718.876
585.9375,1354.965,1172.883,566.9103,761.9708
587.9536,1358.997,1176.915,568.9264,763.9869
591.9859,1366.935,1183.972,571.9506,767.8931
591.9859,1367.943,1184.98,572.9587,767.8931
0.0,960.9375,0.0,415.9526,495.9677
0.0,960.9375,0.0,415.9526,495.9677
0.0,939.8942,0.0,404.9899,474.9244
0.0,939.8942,0.0,404.9899,474.9244
597.9083,1380.922,1195.943,577.999,772.9335
597.9083,1381.93,1196.951,577.999,772.9335
601.9405,1389.995,1203.881,581.9052,776.9657
601.9405,1389.995,1203.881,581.9052,776.9657
602.9486,1390.877,1205.897,581.9052,776.9657
602.9486,1391.885,1205.897,582.9133,777.9738
602.9486,1391.885,1205.897,582.9133,777.9738
602.9486,1392.893,1206.905,582.9133,777.9738
597.9083,1315.902,1195.943,557.9637,717.994
597.9083,1315.902,1195.943,557.9637,717.994
599.9244,1384.955,1199.975,579.8891,774.9496
599.9244,1385.963,1200.983,579.8891,774.9496
595.8922,1312.878,1192.918,556.9556,716.9859
595.8922,1312.878,1192.918,556.9556,716.9859
584.9294,1318.926,1169.985,497.9839,735.8871
583.9214,1317.918,1168.977,497.9839,735.8871
585.9375,1354.965,1172.883,566.9103,761.9708
588.9617,1360.887,1177.923,568.9264,764.9949
593.876,1371.976,1187.878,573.9667,768.9012
595.8922,1376.89,1192.918,575.9828,770.9174
610.8871,1296.875,1222.908,507.9385,683.9717
610.8871,1296.875,1222.908,507.9385,683.9717
595.8922,1376.89,1192.918,575.9828,770.9174
595.8922,1377.898,1192.918,576.9909,771.9254
589.9697,1362.903,1180.948,570.9426,765.877
589.9697,1362.903,1180.948,570.9426,765.877
590.9778,1365.927,1182.964,571.9506,766.8851
591.9859,1366.935,1183.972,571.9506,766.8851
591.9859,1366.935,1183.972,571.9506,766.8851
591.9859,1366.935,1183.972,571.9506,766.8851
601.9405,1389.995,1203.881,581.9052,776.9657
606.9808,1288.937,1214.97,504.9143,680.9476
606.9808,1289.945,1214.97,504.9143,680.9476
608.9969,1292.969,1217.994,506.9305,681.9556
608.9969,1292.969,1218.876,506.9305,681.9556
609.879,1293.977,1219.884,506.9305,682.9637
609.879,1294.985,1220.892,506.9305,682.9637
599.9244,1385.963,1200.983,579.8891,774.9496
599.9244,1385.963,1200.983,579.8891,774.9496
619.9597,1302.923,1239.919,509.9546,680.9476
619.9597,1302.923,1239.919,509.9546,680.9476
618.9516,1301.915,1238.911,508.9466,679.9395
615.9274,1295.993,1232.989,506.9305,677.9234
541.9607,1162.928,1083.921,477.9486,671.875
541.9607,1162.928,1083.921,477.9486,671.875
550.9072,1182.964,1102.949,485.8871,680.9476
552.9234,1205.897,1105.973,486.8952,702.999
550.9072,1201.991,1101.941,485.8871,700.9828
589.9697,1366.935,1179.939,598.9163,848.9163
590.9778,1369.96,1182.964,600.9324,850.9324
590.9778,1369.96,1182.964,600.9324,850.9324
589.9697,1367.943,1180.948,599.9244,849.9244
590.9778,1330.897,1182.964,590.9778,751.8901
591.9859,1331.905,1183.972,591.9859,752.8982
591.9859,1331.905,1183.972,591.9859,751.8901
591.9859,1331.905,1183.972,591.9859,752.8982
592.994,1335.938,1186.996,592.994,753.9063
593.876,1336.946,1187.878,593.876,753.9063
597.9083,1295.993,1195.943,557.9637,697.9587
597.9083,1296.875,1196.951,557.9637,698.9667
594.8841,1244.96,1189.894,470.8921,650.9576
594.8841,1244.96,1189.894,470.8921,650.9576
605.9728,1266.885,1211.946,478.9566,659.9042
606.9808,1267.893,1213.962,479.9647,659.9042
598.9163,1273.942,1198.967,498.9919,673.8911
598.9163,1272.933,1197.959,498.9919,673.8911
599.9244,1350.932,1200.983,625.0,750.0
601.9405,1354.965,1203.881,626.8901,751.8901
601.9405,1379.914,1203.881,626.8901,776.9657
0.0,1423.891,0.0,666.9607,720.8922
0.0,1375.882,0.0,646.9254,671.875
0.0,1376.89,0.0,647.9335,671.875
0.0,1377.898,0.0,648.9415,672.8831
0.0,1378.906,0.0,648.9415,672.8831
0.0,1379.914,0.0,648.9415,672.8831
0.0,1323.967,0.0,625.8821,620.9677
0.0,1323.967,0.0,625.8821,620.9677
0.0,1329.889,0.0,628.9063,622.9839
0.0,1313.886,0.0,611.8951,617.9435
0.0,1264.995,0.0,535.9123,593.876
0.0,1266.885,0.0,535.9123,594.8841
0.0,1267.893,0.0,536.9203,594.8841
0.0,1269.909,0.0,537.9284,595.8922
0.0,1270.917,0.0,537.9284,595.8922
0.0,1271.925,0.0,537.9284,595.8922
589.9697,1231.981,1180.948,477.9486,641.8851
590.9778,1252.898,1181.956,487.9032,662.9284
589.9697,1251.89,1180.948,487.9032,661.9203
590.9778,1252.898,1181.956,487.9032,662.9284
591.9859,1255.922,1184.98,488.9113,663.9365
592.994,1257.938,1186.996,489.9193,664.9446
0.0,1233.997,0.0,572.9587,550.9072
0.0,1330.897,0.0,620.9677,649.9496
594.8841,1269.909,1189.894,495.9677,675.9072
594.8841,1269.909,1189.894,495.9677,675.9072
0.0,1266.885,0.0,535.9123,594.8841
0.0,1264.995,0.0,535.9123,593.876
589.9697,1231.981,1180.948,477.9486,641.8851
590.9778,1252.898,1181.956,487.9032,662.9284
591.9859,1265.877,1184.98,493.9516,673.8911
599.9244,1299.899,1199.975,500.0,699.9748
598.9163,1298.891,1198.967,598.9163,698.9667
598.9163,1373.992,1198.967,598.9163,773.9415
603.9567,1358.997,1207.913,628.9063,752.8982
603.9567,1360.887,1208.921,629.9143,753.9063
609.879,1373.992,1220.892,635.9627,758.9466
610.8871,1375.0,1221.9,635.9627,759.9547
611.8951,1378.906,1224.924,637.9788,760.9627
612.9032,1379.914,1225.932,637.9788,760.9627
616.9355,1387.979,1233.997,641.8851,764.9949
615.9274,1386.971,1232.989,641.8851,763.9869
614.9194,1384.955,1229.965,640.877,762.9788
614.9194,1383.947,1229.965,639.9949,762.9788
614.9194,1383.947,1229.965,639.9949,762.9788
611.8951,1378.906,1224.924,637.9788,760.9627
612.9032,1379.914,1225.932,637.9788,760.9627
612.9032,1364.919,1226.941,648.9415,745.9677
601.9405,1309.98,1204.889,621.9758,706.9052
597.9083,1301.915,1196.951,602.9486,703.881
594.8841,1288.937,1189.894,594.8841,694.9344
596.9002,1293.977,1193.926,596.9002,696.9506
614.9194,1383.947,1229.965,639.9949,762.9788
611.8951,1378.906,1224.924,637.9788,760.9627
588.9617,1276.966,1178.931,588.9617,690.9022
600.9324,1353.957,1202.999,625.8821,750.8821
600.9324,1428.931,1202.999,651.9657,825.9828
600.9324,1504.914,1202.999,726.9405,901.9657
609.879,1373.992,1220.892,635.9627,758.9466
602.9486,1533.896,1205.897,728.9567,927.9234
602.9486,1533.896,1205.897,728.9567,927.9234
608.9969,1371.976,1218.876,634.9547,757.9385
608.9969,1370.968,1217.994,633.9466,757.9385
604.9647,1539.945,1210.938,731.9808,930.9476
601.9405,1556.956,1204.889,727.9486,951.9909
606.9808,1367.943,1214.97,632.9385,756.9304
606.9808,1367.943,1214.97,632.9385,756.9304
