РВСВ_0,РВСВ_1,РВСВ_2,РВСВ_3,РВСН_0,РВСН_1,РВСН_2,РВСН_3,РВЛВ_0,РВЛВ_1,РВЛВ_2,РВЛВ_3,РВЛВ_4,РВЛВ_5,РВЛВ_6,РВЛВ_7,РВЛВ_8,РВЛВ_9,РВЛВ_10,РВЛВ_12,РВЛВ_13,РВЛН_0,РВЛН_1,РВЛН_2,РВЛН_3,РВЛН_4,РВЛН_5,РВЛН_6,РВЛН_7,РВЛН_8,РВЛН_9,РВЛН_10,РВЛН_11,РВЛН_12,РВЛН_13,РВЛН_14
0.0,547.8831,0.0,547.8831,0.0,1095.892,0.0,1095.892,447.9587,447.9587,0.0,447.9587,447.9587,0.0,447.9587,447.9587,0.0,447.9587,447.9587,447.9587,447.9587,1095.892,1095.892,497.9839,1095.892,1095.892,497.9839,1095.892,1095.892,497.9839,1095.892,1095.892,497.9839,1095.892,1095.892,0.0
0.0,547.8831,0.0,547.8831,0.0,1096.9,0.0,1096.9,447.9587,447.9587,0.0,447.9587,447.9587,0.0,447.9587,447.9587,0.0,447.9587,447.9587,447.9587,447.9587,1096.9,1096.9,498.9919,1096.9,1096.9,498.9919,1096.9,1096.9,498.9919,1096.9,1096.9,498.9919,1096.9,1096.9,0.0
0.0,575.9828,0.0,575.9828,0.0,1201.991,0.0,1201.991,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,575.9828,575.9828,1352.949,1352.949,750.8821,1352.949,1352.949,750.8821,1352.949,1352.949,750.8821,1352.949,1352.949,750.8821,1352.949,1352.949,0.0
0.0,576.9909,0.0,576.9909,0.0,1203.881,0.0,1203.881,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,576.9909,576.9909,1353.957,1353.957,751.8901,1353.957,1353.957,751.8901,1353.957,1353.957,751.8901,1353.957,1353.957,751.8901,1353.957,1353.957,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,576.9909,576.9909,1354.965,1354.965,751.8901,1354.965,1354.965,751.8901,1354.965,1354.965,751.8901,1354.965,1354.965,751.8901,1354.965,1354.965,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,576.9909,576.9909,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,0.0,576.9909,576.9909,576.9909,576.9909,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,751.8901,1355.973,1355.973,0.0
0.0,577.999,0.0,577.999,0.0,1205.897,0.0,1205.897,577.999,577.999,0.0,577.999,577.999,0.0,577.999,577.999,0.0,577.999,577.999,577.999,577.999,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,0.0
0.0,577.999,0.0,577.999,0.0,1206.905,0.0,1206.905,602.9486,602.9486,0.0,602.9486,602.9486,0.0,602.9486,602.9486,0.0,602.9486,602.9486,602.9486,602.9486,1407.888,1407.888,802.9234,1407.888,1407.888,802.9234,1407.888,1407.888,802.9234,1407.888,1407.888,802.9234,1407.888,1407.888,0.0
0.0,577.999,0.0,577.999,0.0,1206.905,0.0,1206.905,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1432.964,1432.964,827.999,1432.964,1432.964,827.999,1432.964,1432.964,827.999,1432.964,1432.964,827.999,1432.964,1432.964,0.0
0.0,577.999,0.0,577.999,0.0,1207.913,0.0,1207.913,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1433.972,1433.972,828.881,1433.972,1433.972,828.881,1433.972,1433.972,828.881,1433.972,1433.972,828.881,1433.972,1433.972,0.0
0.0,578.881,0.0,578.881,0.0,1207.913,0.0,1207.913,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,0.0
0.0,578.881,0.0,578.881,0.0,1207.913,0.0,1207.913,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,0.0
0.0,578.881,0.0,578.881,0.0,1207.913,0.0,1207.913,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,828.881,1434.98,1434.98,0.0
0.0,577.999,0.0,577.999,0.0,1205.897,0.0,1205.897,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1456.905,1456.905,852.9486,1456.905,1456.905,852.9486,1456.905,1456.905,852.9486,1456.905,1456.905,852.9486,1456.905,1456.905,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1455.897,1455.897,852.9486,1455.897,1455.897,852.9486,1455.897,1455.897,852.9486,1455.897,1455.897,852.9486,1455.897,1455.897,0.0
0.0,574.9748,0.0,574.9748,0.0,1199.975,0.0,1199.975,564.8942,564.8942,0.0,564.8942,564.8942,0.0,564.8942,564.8942,0.0,564.8942,564.8942,564.8942,564.8942,1469.884,1469.884,849.9244,1469.884,1469.884,849.9244,1449.975,1469.884,849.9244,1469.884,1469.884,849.9244,1449.975,1469.884,0.0
0.0,573.9667,0.0,573.9667,0.0,1198.967,0.0,1198.967,563.8861,563.8861,0.0,563.8861,563.8861,0.0,563.8861,563.8861,0.0,563.8861,563.8861,563.8861,563.8861,1468.876,1468.876,848.9163,1468.876,1468.876,848.9163,1448.967,1468.876,848.9163,1468.876,1468.876,848.9163,1448.967,1468.876,0.0
0.0,572.9587,0.0,572.9587,0.0,1195.943,0.0,1195.943,557.9637,557.9637,0.0,557.9637,557.9637,0.0,557.9637,557.9637,0.0,557.9637,557.9637,557.9637,557.9637,1444.934,1444.934,847.9083,1444.934,1444.934,847.9083,1444.934,1444.934,847.9083,1444.934,1444.934,847.9083,1444.934,1444.934,0.0
0.0,572.9587,0.0,572.9587,0.0,1196.951,0.0,1196.951,557.9637,557.9637,0.0,557.9637,557.9637,0.0,557.9637,557.9637,0.0,557.9637,557.9637,557.9637,557.9637,1445.943,1445.943,847.9083,1445.943,1445.943,847.9083,1445.943,1445.943,847.9083,1445.943,1445.943,847.9083,1445.943,1445.943,0.0
0.0,571.9506,0.0,571.9506,0.0,1193.926,0.0,1193.926,556.9556,556.9556,0.0,556.9556,556.9556,0.0,556.9556,556.9556,0.0,556.9556,556.9556,556.9556,556.9556,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,0.0
0.0,578.881,0.0,578.881,0.0,1208.921,0.0,1208.921,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,573.9667,573.9667,1490.927,1490.927,884.9547,1490.927,1490.927,884.9547,1490.927,1490.927,884.9547,1490.927,1490.927,884.9547,1490.927,1490.927,0.0
0.0,578.881,0.0,578.881,0.0,1209.929,0.0,1209.929,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,573.9667,573.9667,1491.935,1491.935,884.9547,1491.935,1491.935,884.9547,1491.935,1491.935,884.9547,1491.935,1491.935,884.9547,1491.935,1491.935,0.0
0.0,579.8891,0.0,579.8891,0.0,1210.938,0.0,1210.938,569.9344,569.9344,0.0,569.9344,569.9344,0.0,569.9344,569.9344,0.0,569.9344,569.9344,569.9344,569.9344,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,0.0
0.0,579.8891,0.0,579.8891,0.0,1210.938,0.0,1210.938,569.9344,569.9344,0.0,569.9344,569.9344,0.0,569.9344,569.9344,0.0,569.9344,569.9344,569.9344,569.9344,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,875.0,1482.989,1482.989,0.0
0.0,570.9426,0.0,570.9426,0.0,1192.918,0.0,1192.918,555.9476,555.9476,0.0,555.9476,555.9476,0.0,555.9476,555.9476,0.0,555.9476,555.9476,555.9476,555.9476,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,855.9728,1451.991,1451.991,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,566.9103,566.9103,0.0,566.9103,566.9103,0.0,566.9103,566.9103,0.0,566.9103,566.9103,566.9103,566.9103,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,0.0
0.0,575.9828,0.0,575.9828,0.0,1202.999,0.0,1202.999,565.9022,565.9022,0.0,565.9022,565.9022,0.0,565.9022,565.9022,0.0,565.9022,565.9022,565.9022,565.9022,1473.916,1473.916,870.9677,1473.916,1473.916,870.9677,1473.916,1473.916,870.9677,1473.916,1473.916,870.9677,1473.916,1473.916,0.0
0.0,574.9748,0.0,574.9748,0.0,1199.975,0.0,1199.975,564.8942,564.8942,0.0,564.8942,564.8942,0.0,564.8942,564.8942,0.0,564.8942,564.8942,564.8942,564.8942,1469.884,1469.884,869.9597,1469.884,1469.884,869.9597,1469.884,1469.884,869.9597,1469.884,1469.884,869.9597,1469.884,1469.884,0.0
0.0,575.9828,0.0,575.9828,0.0,1201.991,0.0,1201.991,565.9022,565.9022,0.0,565.9022,565.9022,0.0,565.9022,565.9022,0.0,565.9022,565.9022,565.9022,565.9022,1472.908,1472.908,870.9677,1472.908,1472.908,870.9677,1472.908,1472.908,870.9677,1472.908,1472.908,870.9677,1472.908,1472.908,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,49.89919
0.0,577.999,0.0,577.999,0.0,1206.905,0.0,1206.905,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1558.972,1558.972,953.881,1558.972,1558.972,953.881,1558.972,1558.972,953.881,1558.972,1558.972,953.881,1558.972,1558.972,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,952.999,1556.956,1556.956,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,566.9103,566.9103,0.0,566.9103,566.9103,0.0,566.9103,566.9103,0.0,566.9103,566.9103,566.9103,566.9103,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,872.9839,1476.941,1476.941,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,0.0
0.0,576.9909,0.0,576.9909,0.0,1204.889,0.0,1204.889,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,0.0,551.9153,551.9153,551.9153,551.9153,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,0.0
0.0,577.999,0.0,577.999,0.0,1206.905,0.0,1206.905,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,0.0
0.0,577.999,0.0,577.999,0.0,1207.913,0.0,1207.913,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,0.0,552.9234,552.9234,552.9234,552.9234,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,903.9819,1508.947,1508.947,0.0
0.0,578.881,0.0,578.881,0.0,1207.913,0.0,1207.913,502.8982,502.8982,0.0,502.8982,502.8982,0.0,502.8982,502.8982,0.0,502.8982,502.8982,502.8982,502.8982,1509.955,1509.955,903.9819,1509.955,1509.955,903.9819,1509.955,1509.955,903.9819,1509.955,1509.955,903.9819,1509.955,1509.955,0.0
0.0,577.999,0.0,577.999,0.0,1205.897,0.0,1205.897,501.8901,501.8901,0.0,501.8901,501.8901,0.0,501.8901,501.8901,0.0,501.8901,501.8901,501.8901,501.8901,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,902.9738,1506.93,1506.93,0.0
0.0,597.9083,0.0,597.9083,0.0,1196.951,0.0,1196.951,498.9919,498.9919,0.0,498.9919,498.9919,0.0,498.9919,498.9919,0.0,498.9919,498.9919,498.9919,498.9919,1296.875,1296.875,698.9667,1296.875,1296.875,698.9667,1296.875,1296.875,698.9667,1296.875,1296.875,698.9667,1296.875,1296.875,0.0
0.0,597.9083,0.0,597.9083,0.0,1196.951,0.0,1196.951,548.8911,548.8911,0.0,548.8911,548.8911,0.0,548.8911,548.8911,0.0,548.8911,548.8911,548.8911,548.8911,1346.9,1346.9,747.9839,1346.9,1346.9,747.9839,1346.9,1346.9,747.9839,1346.9,1346.9,747.9839,1346.9,1346.9,0.0
0.0,596.9002,0.0,596.9002,0.0,1193.926,0.0,1193.926,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,596.9002,596.9002,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,0.0
0.0,596.9002,0.0,596.9002,0.0,1193.926,0.0,1193.926,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,596.9002,596.9002,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,0.0
0.0,596.9002,0.0,596.9002,0.0,1193.926,0.0,1193.926,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,0.0,596.9002,596.9002,596.9002,596.9002,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,646.9254,1243.952,1243.952,0.0
0.0,599.9244,0.0,599.9244,0.0,1200.983,0.0,1200.983,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,599.9244,599.9244,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,0.0
0.0,599.9244,0.0,599.9244,0.0,1200.983,0.0,1200.983,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,599.9244,599.9244,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,649.9496,1250.882,1250.882,0.0
0.0,599.9244,0.0,599.9244,0.0,1200.983,0.0,1200.983,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,599.9244,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,0.0
0.0,599.9244,0.0,599.9244,0.0,1200.983,0.0,1200.983,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,0.0,599.9244,599.9244,599.9244,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,0.0
0.0,599.9244,0.0,599.9244,0.0,1199.975,0.0,1199.975,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,574.9748,574.9748,1199.975,1199.975,599.9244,1199.975,1199.975,599.9244,1199.975,1199.975,599.9244,1199.975,1199.975,599.9244,1199.975,1199.975,0.0
0.0,599.9244,0.0,599.9244,0.0,1200.983,0.0,1200.983,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,574.9748,574.9748,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,599.9244,1200.983,1200.983,0.0
0.0,597.9083,0.0,597.9083,0.0,1195.943,0.0,1195.943,572.9587,572.9587,0.0,572.9587,572.9587,0.0,572.9587,572.9587,0.0,572.9587,572.9587,572.9587,572.9587,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,0.0
0.0,599.9244,0.0,599.9244,0.0,1199.975,0.0,1199.975,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,0.0,574.9748,574.9748,574.9748,574.9748,1224.924,1224.924,625.0,1224.924,1224.924,625.0,1224.924,1224.924,625.0,1224.924,1224.924,625.0,1224.924,1224.924,0.0
0.0,575.9828,0.0,575.9828,0.0,1202.999,0.0,1202.999,625.8821,625.8821,0.0,625.8821,625.8821,0.0,625.8821,625.8821,0.0,625.8821,625.8821,625.8821,625.8821,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,675.9072,1278.982,1278.982,0.0
0.0,574.9748,0.0,574.9748,0.0,1199.975,0.0,1199.975,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,589.9697,589.9697,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,0.0
0.0,577.999,0.0,577.999,0.0,1205.897,0.0,1205.897,577.999,577.999,0.0,577.999,577.999,0.0,577.999,577.999,0.0,577.999,577.999,577.999,577.999,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,752.8982,1356.981,1356.981,0.0
0.0,574.9748,0.0,574.9748,0.0,1199.975,0.0,1199.975,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,589.9697,589.9697,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,0.0
0.0,574.9748,0.0,574.9748,0.0,1199.975,0.0,1199.975,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,0.0,589.9697,589.9697,589.9697,589.9697,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,649.9496,1250.0,1250.0,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,675.9072,1277.974,1277.974,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,650.9576,1252.898,1252.898,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,0.0
0.0,605.9728,0.0,605.9728,0.0,1211.946,0.0,1211.946,579.8891,579.8891,0.0,579.8891,579.8891,0.0,579.8891,579.8891,0.0,579.8891,579.8891,579.8891,579.8891,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,0.0
0.0,605.9728,0.0,605.9728,0.0,1211.946,0.0,1211.946,579.8891,579.8891,0.0,579.8891,579.8891,0.0,579.8891,579.8891,0.0,579.8891,579.8891,579.8891,579.8891,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,628.9063,1236.895,1236.895,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,575.9828,575.9828,1227.949,1227.949,625.8821,1227.949,1227.949,625.8821,1227.949,1227.949,625.8821,1227.949,1227.949,625.8821,1227.949,1227.949,0.0
0.0,600.9324,0.0,600.9324,0.0,1201.991,0.0,1201.991,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,0.0,575.9828,575.9828,575.9828,575.9828,1226.941,1226.941,625.0,1226.941,1226.941,625.0,1226.941,1226.941,625.0,1226.941,1226.941,625.0,1226.941,1226.941,0.0
0.0,598.9163,0.0,598.9163,0.0,1197.959,0.0,1197.959,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,0.0,573.9667,573.9667,573.9667,573.9667,1222.908,1222.908,623.9919,1222.908,1222.908,623.9919,1222.908,1222.908,623.9919,1222.908,1222.908,623.9919,1222.908,1222.908,0.0
0.0,597.9083,0.0,597.9083,0.0,1195.943,0.0,1195.943,572.9587,572.9587,0.0,572.9587,572.9587,0.0,572.9587,572.9587,0.0,572.9587,572.9587,572.9587,572.9587,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,622.9839,1220.892,1220.892,0.0
0.0,591.9859,0.0,591.9859,0.0,1184.98,0.0,1184.98,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,513.9869,513.9869,1225.932,1225.932,633.9466,1225.932,1225.932,633.9466,1225.932,1225.932,633.9466,1225.932,1225.932,633.9466,1225.932,1225.932,0.0
0.0,592.994,0.0,592.994,0.0,1185.988,0.0,1185.988,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,513.9869,513.9869,1226.941,1226.941,633.9466,1226.941,1226.941,633.9466,1226.941,1226.941,633.9466,1226.941,1226.941,633.9466,1226.941,1226.941,0.0
0.0,592.994,0.0,592.994,0.0,1186.996,0.0,1186.996,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,513.9869,513.9869,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,0.0
0.0,592.994,0.0,592.994,0.0,1186.996,0.0,1186.996,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,0.0,513.9869,513.9869,513.9869,513.9869,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,634.9547,1226.941,1226.941,0.0
0.0,595.8922,0.0,595.8922,0.0,1192.918,0.0,1192.918,516.8851,516.8851,0.0,516.8851,516.8851,0.0,516.8851,516.8851,0.0,516.8851,516.8851,516.8851,516.8851,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,0.0
0.0,595.8922,0.0,595.8922,0.0,1192.918,0.0,1192.918,516.8851,516.8851,0.0,516.8851,516.8851,0.0,516.8851,516.8851,0.0,516.8851,516.8851,516.8851,516.8851,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,636.9708,1233.997,1233.997,0.0
0.0,600.9324,0.0,600.9324,0.0,1202.999,0.0,1202.999,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,0.0,500.882,500.882,500.882,500.882,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,600.9324,1202.999,1202.999,0.0
