dt;category_1;melt;c;si;mn;сr;ni;ti;al;w;mo;nb;v;s;p;co;ce;b;pb;bi;sb;as;sn;cu;о;n;ca
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-236;0.0513;0.227;1.175;17.786;10.627;0.519;0.07;0.108;0.181;0.011;0.053;0.0035;0.027;0.076;0.007;0.0001;0.003;0.017;0.002;0.001;0.0087;0.24;0.013;0.017;0.0023
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-237;0.0594;0.262;1.216;17.263;10.46;0.482;0.089;0.073;0.221;0.017;0.051;0.0037;0.029;0.085;0.006;0.0001;0.002;0.017;0.001;0.001;0.0069;0.199;0.011;0.019;0.0019
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-239;0.067;0.306;1.066;17.296;10.357;0.511;0.065;0.141;0.208;0.009;0.055;0.0031;0.028;0.081;0.006;0.0001;0.002;0.016;0.001;0.001;0.0072;0.202;0.011;0.016;0.0026
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-240;0.0718;0.362;1.061;17.264;10.376;0.551;0.083;0.07;0.179;0.009;0.051;0.0037;0.029;0.064;0.008;0.0001;0.002;0.017;0.001;0.001;0.007;0.2;0.012;0.017;0.0029
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-241;0.0792;0.24;1.157;17.582;10.327;0.485;0.107;0.094;0.201;0.008;0.053;0.0039;0.027;0.066;0.007;0.0001;0.003;0.017;0.001;0.001;0.0075;0.18;0.014;0.021;0.0022
2020-02-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-242;0.0794;0.242;1.165;17.413;10.279;0.525;0.126;0.092;0.196;0.011;0.059;0.0031;0.029;0.083;0.006;0.0001;0.002;0.015;0.001;0.001;0.0063;0.21;0.009;0.017;0.0022
2020-02-14;12Х18Н10Т ГОСТ 5632-2014;6-20-2-244;0.0597;0.252;1.21;17.524;10.097;0.587;0.104;0.07;0.176;0.009;0.059;0.0036;0.025;0.069;0.008;0.0001;0.003;0.019;0.001;0.001;0.0066;0.187;0.012;0.015;0.0023
2020-02-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-245;0.0509;0.287;1.17;17.477;10.624;0.458;0.093;0.065;0.175;0.01;0.049;0.0031;0.029;0.066;0.006;0.0001;0.002;0.016;0.001;0.001;0.0058;0.185;0.011;0.023;0.002
2020-02-25;12Х18Н10Т ГОСТ 5632-2014;6-20-2-309;0.0838;0.223;1.1;17.468;10.13;0.616;0.104;0.045;0.167;0.01;0.048;0.0041;0.021;0.045;0.011;0.0001;0.004;0.018;0.001;0.001;0.0054;0.162;0.01;0.021;0.0037
2020-02-25;12Х18Н10Т ГОСТ 5632-2014;6-20-2-310;0.0672;0.149;1.174;17.648;10.311;0.435;0.082;0.052;0.244;0.012;0.04;0.0039;0.021;0.048;0.01;0.0001;0.004;0.018;0.001;0.001;0.0083;0.195;0.008;0.023;0.0027
2020-02-25;12Х18Н10Т ГОСТ 5632-2014;6-20-2-313;0.0571;0.196;1.057;17.524;9.936;0.484;0.087;0.029;0.179;0.011;0.046;0.0056;0.024;0.064;0.011;0.0001;0.005;0.019;0.001;0.001;0.0065;0.184;0.008;0.014;0.0031
2020-02-26;12Х18Н10Т ГОСТ 5632-72;6-20-2-320;0.0651;0.213;1.31;17.459;10.57;0.512;0.068;0.124;0.208;0.041;0.052;0.0022;0.023;0.064;0.009;0.0001;0.004;0.018;0.001;0.001;0.0044;0.192;0.0011;0.019;0.0024
2020-02-26;12Х18Н10Т ГОСТ 5632-72;6-20-2-321;0.0728;0.229;1.063;17.666;10.401;0.495;0.097;0.043;0.222;0.041;0.061;0.0032;0.027;0.069;0.009;0.0001;0.004;0.018;0.001;0.001;0.0064;0.208;0.012;0.018;0.0026
2020-02-26;12Х18Н10Т ГОСТ 5632-72;6-20-2-322;0.064;0.192;1.178;17.62;10.42;0.509;0.096;0.054;0.208;0.023;0.054;0.0051;0.028;0.078;0.009;0.0001;0.004;0.018;0.001;0.001;0.0078;0.199;0.014;0.021;0.0026
2020-03-12;12Х18Н10Т ГОСТ 5632-2014;6-20-2-386;0.0631;0.241;1.085;17.081;9.986;0.748;0.153;0.056;0.203;0.036;0.07;0.0039;0.028;0.087;0.01;0.0001;0.001;0.012;0.001;0.001;0.0055;0.174;0.004;0.009;0.0024
2020-03-12;12Х18Н10Т ГОСТ 5632-2014;6-20-2-387;0.0718;0.299;1.136;17.463;10.061;0.676;0.089;0.077;0.231;0.036;0.064;0.0033;0.027;0.082;0.011;0.0001;0.002;0.011;0.001;0.001;0.0051;0.202;0.006;0.012;0.0033
2020-03-12;12Х18Н10Т ГОСТ 5632-2014;6-20-2-388;0.0649;0.328;1.093;17.474;10.089;0.566;0.103;0.077;0.258;0.037;0.07;0.003;0.027;0.083;0.009;0.0001;0.001;0.01;0.001;0.001;0.0062;0.198;0.003;0.012;0.0022
2020-03-12;12Х18Н10Т ГОСТ 5632-2014;6-20-2-389;0.0699;0.284;1.07;17.773;10.163;0.525;0.053;0.052;0.248;0.041;0.073;0.003;0.027;0.078;0.01;0.0001;0.001;0.01;0.001;0.001;0.0063;0.166;0.005;0.013;0.0029
2020-03-13;12Х18Н10Т ГОСТ 5632-2014;6-20-2-390;0.068;0.278;1.136;17.484;10.323;0.545;0.063;0.01;0.194;0.03;0.061;0.0039;0.023;0.056;0.01;0.0001;0.001;0.009;0.001;0.001;0.006;0.211;0.002;0.01;0.0033
2020-06-10;12Х18Н10Т ГОСТ 5632-2014;6-20-2-905;0.0667;0.262;1.167;17.271;10.216;0.652;0.103;0.01;0.236;0.021;0.063;0.0042;0.024;0.068;0.012;0.001;0.003;0.012;0.001;0.001;0.0032;0.213;0.007;0.008;0.0017
2020-06-10;12Х18Н10Т ГОСТ 5632-2014;6-20-2-906;0.0802;0.221;1.155;17.323;10.167;0.632;0.092;0.01;0.212;0.038;0.057;0.0035;0.024;0.07;0.013;0.0001;0.004;0.012;0.001;0.001;0.0049;0.219;0.007;0.009;0.0021
2020-12-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-1843;0.0604;0.271;1.177;17.316;10.159;0.463;0.073;0.01;0.215;0.008;0.046;0.0021;0.019;0.042;0.012;0.0001;0.001;0.008;0.001;0.001;0.0036;0.171;0.006;0.012;0.0025
2020-12-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-1844;0.0566;0.282;1.193;17.288;10.409;0.472;0.057;0.01;0.183;0.01;0.044;0.001;0.018;0.04;0.012;0.0001;0.002;0.01;0.001;0.001;0.0041;0.149;0.008;0.014;0.0021
2020-12-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-1845;0.0677;0.288;1.149;17.466;10.138;0.49;0.097;0.01;0.209;0.011;0.048;0.0027;0.021;0.049;0.012;0.0001;0.002;0.01;0.001;0.001;0.0043;0.174;0.005;0.011;0.0021
2020-12-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-1846;0.0647;0.269;1.161;17.611;10.261;0.417;0.106;0.01;0.261;0.014;0.055;0.001;0.017;0.082;0.013;0.0001;0.002;0.009;0.003;0.001;0.0042;0.176;0.005;0.011;0.0028
2020-12-13;12Х18Н10Т ГОСТ 5632-72;6-20-2-1848;0.0586;0.207;1.041;17.509;10.188;0.497;0.079;0.01;0.215;0.011;0.048;0.0022;0.02;0.05;0.013;0.0001;0.001;0.009;0.002;0.001;0.0041;0.171;0.006;0.012;0.0029
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1850;0.0629;0.294;1.165;17.232;10.443;0.505;0.081;0.01;0.212;0.007;0.041;0.0017;0.019;0.046;0.011;0.0001;0.001;0.01;0.001;0.001;0.0039;0.168;0.006;0.011;0.0021
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1851;0.0425;0.288;1.128;17.053;10.102;0.419;0.095;0.01;0.232;0.009;0.043;0.0042;0.02;0.076;0.01;0.0001;0.002;0.01;0.001;0.001;0.0039;0.16;0.005;0.017;0.0015
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1852;0.0697;0.321;1.137;17.276;10.285;0.437;0.046;0.01;0.195;0.008;0.048;0.0035;0.023;0.055;0.012;0.0001;0.002;0.01;0.001;0.001;0.0042;0.164;0.006;0.014;0.0019
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1853;0.0669;0.375;1.223;17.343;10.206;0.439;0.082;0.01;0.188;0.011;0.051;0.0029;0.021;0.059;0.012;0.0001;0.002;0.01;0.001;0.001;0.0047;0.168;0.005;0.016;0.0019
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1855;0.0645;0.338;1.097;17.293;10.561;0.515;0.07;0.01;0.227;0.014;0.053;0.0032;0.019;0.044;0.01;0.0001;0.001;0.009;0.001;0.001;0.0033;0.167;0.006;0.013;0.0015
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1856;0.0657;0.385;1.094;17.266;10.124;0.501;0.088;0.01;0.249;0.01;0.052;0.0033;0.022;0.052;0.01;0.0001;0.001;0.009;0.001;0.001;0.0039;0.17;0.007;0.015;0.0017
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1857;0.0671;0.284;1.101;17.593;10.31;0.468;0.061;0.01;0.213;0.023;0.052;0.003;0.022;0.053;0.01;0.0001;0.001;0.009;0.001;0.001;0.0041;0.184;0.007;0.017;0.0018
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1858;0.0685;0.254;1.117;17.274;10.369;0.513;0.07;0.01;0.175;0.012;0.012;0.0035;0.022;0.051;0.01;0.0001;0.001;0.009;0.001;0.001;0.004;0.188;0.01;0.015;0.0016
2020-12-14;12Х18Н10Т ГОСТ 5632-72;6-20-2-1859;0.0679;0.237;1.124;17.576;10.198;0.475;0.082;0.01;0.228;0.012;0.049;0.0044;0.022;0.05;0.011;0.0001;0.001;0.009;0.001;0.001;0.0045;0.19;0.004;0.016;0.0023
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1860;0.0528;0.278;1.204;17.405;10.349;0.448;0.064;0.01;0.228;0.011;0.048;0.0053;0.023;0.055;0.012;0.0001;0.002;0.009;0.001;0.001;0.005;0.186;0.006;0.0144;0.0021
2020-12-15;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1861;0.0533;0.32;1.044;17.413;10.161;0.552;0.109;0.01;0.212;0.035;0.05;0.0046;0.02;0.046;0.01;0.0001;0.002;0.01;0.001;0.001;0.0042;0.36;0.009;0.011;0.0015
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1862;0.0719;0.271;1.266;17.403;10.279;0.431;0.061;0.01;0.266;0.034;0.056;0.0013;0.024;0.064;0.013;0.0001;0.001;0.008;0.001;0.001;0.0041;0.175;0.006;0.014;0.0033
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1864;0.0619;0.336;1.251;17.309;10.221;0.478;0.077;0.01;0.258;0.033;0.053;0.0034;0.023;0.055;0.013;0.0001;0.002;0.009;0.001;0.001;0.0039;0.169;0.005;0.013;0.0024
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1865;0.0696;0.304;1.301;17.529;10.062;0.461;0.072;0.01;0.225;0.022;0.054;0.0036;0.024;0.052;0.013;0.0001;0.002;0.01;0.001;0.001;0.0041;0.2;0.006;0.012;0.0022
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1866;0.0703;0.385;1.12;17.404;10.258;0.522;0.069;0.01;0.221;0.022;0.056;0.0021;0.025;0.182;0.013;0.0001;0.002;0.01;0.001;0.001;0.005;0.204;0.007;0.014;0.002
2020-12-15;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1867;0.073;0.234;1.2;17.814;10.005;0.447;0.067;0.01;0.224;0.014;0.049;0.0046;0.02;0.057;0.012;0.0001;0.002;0.009;0.001;0.001;0.004;0.177;0.008;0.013;0.0024
2020-12-15;12Х18Н10Т ГОСТ 5632-72;6-20-2-1868;0.06;0.251;1.152;17.645;10.212;0.451;0.092;0.01;0.261;0.048;0.095;0.0032;0.023;0.074;0.011;0.0001;0.002;0.009;0.001;0.001;0.0046;0.206;0.007;0.013;0.0011
2020-12-16;12Х18Н10Т ГОСТ 5632-72;6-20-2-1869;0.0649;0.251;1.046;17.359;10.193;0.563;0.096;0.01;0.21;0.025;0.059;0.0021;0.021;0.05;0.013;0.0001;0.002;0.01;0.001;0.001;0.0036;0.171;0.008;0.01;0.0023
2020-12-16;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1870;0.0654;0.333;1.091;17.389;10.108;0.439;0.088;0.01;0.226;0.012;0.049;0.001;0.021;0.046;0.014;0.0001;0.002;0.01;0.001;0.001;0.0044;0.191;0.004;0.011;0.0027
2020-12-16;12Х18Н10Т ГОСТ 5632-72;6-20-2-1871;0.0679;0.228;1.078;17.329;10.344;0.488;0.083;0.01;0.208;0.013;0.05;0.0035;0.02;0.046;0.015;0.0001;0.002;0.01;0.001;0.001;0.0032;0.164;0.004;0.01;0.0031
2020-12-16;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1872;0.0646;0.221;1.108;17.321;10.286;0.507;0.097;0.01;0.175;0.009;0.044;0.0034;0.021;0.053;0.013;0.0001;0.002;0.01;0.001;0.001;0.0037;0.164;0.005;0.009;0.002
2020-12-16;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1873;0.0666;0.33;1.183;17.578;10.045;0.522;0.08;0.01;0.214;0.014;0.052;0.0032;0.023;0.051;0.012;0.0001;0.002;0.01;0.001;0.001;0.0039;0.172;0.004;0.011;0.002
2020-12-16;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1874;0.0854;0.332;1.112;17.586;10.075;0.546;0.086;0.01;0.196;0.016;0.047;0.0033;0.022;0.056;0.014;0.0001;0.002;0.009;0.001;0.001;0.0043;0.167;0.005;0.009;0.0028
2020-12-16;12Х18Н10Т ГОСТ 5632-72;6-20-2-1875;0.0693;0.364;1.204;17.411;10.078;0.48;0.091;0.01;0.217;0.024;0.052;0.0026;0.025;0.069;0.013;0.0001;0.002;0.009;0.001;0.001;0.0043;0.185;0.003;0.014;0.0018
2020-12-16;12Х18Н10Т ГОСТ 5632-72;6-20-2-1876;0.0723;0.253;1.218;17.413;10.074;0.46;0.082;0.01;0.262;0.03;0.064;0.004;0.024;0.062;0.013;0.0001;0.002;0.009;0.001;0.001;0.0041;0.184;0.004;0.3015;0.002
2020-12-16;12Х18Н10Т ГОСТ 5632-2014 (Mо≤0,3%);6-20-2-1877;0.0726;0.346;1.058;17.272;10.041;0.564;0.091;0.01;0.222;0.022;0.058;0.0031;0.024;0.064;0.014;0.0001;0.002;0.01;0.001;0.001;0.004;0.167;0.007;0.01;0.0024
2020-12-17;12Х18Н10Т ГОСТ 5632-72;6-20-2-1878;0.0661;0.296;1.154;17.207;10.227;0.536;0.099;0.01;0.215;0.01;0.051;0.0047;0.022;0.054;0.013;0.0001;0.002;0.01;0.001;0.001;0.0049;0.21;0.009;0.012;0.0018
